Time (hours),Mean accumulation,Standard deviation
183.90639063906391,13.44,4.0674807928249646
183.97839783978398,13.453,4.0701094579875905
184.05040504050405,13.469,4.0744372617577636
184.12241224122414,13.481,4.074265455269195
184.1944194419442,13.494,4.078230498635416
184.26642664266427,13.505,4.081173238175521
184.33843384338434,13.524,4.082085741382697
184.4104410441044,13.54,4.078529146640999
184.4824482448245,13.556,4.079321512212545
184.55445544554456,13.57,4.083760521871971
184.62646264626463,13.589,4.079225294096916
184.6984698469847,13.6,4.080441152620626
184.7704770477048,13.61,4.077241714688986
184.84248424842485,13.623,4.075888982786452
184.91449144914492,13.633,4.077537369540593
184.98649864986498,13.641,4.074815210534097
185.05850585058508,13.662,4.081636436528858
185.13051305130514,13.678,4.0846439257296385
185.2025202520252,13.694,4.088809606719291
185.27452745274528,13.716,4.09186314531657
185.34653465346534,13.733,4.091419191429788
185.41854185418543,13.749,4.094630508360918
185.4905490549055,13.765,4.091915810473135
185.56255625562557,13.781,4.095001709401357
