Time (hours),Mean surface MP concentration,Standard deviation
58.25382538253825,75952.5,10.929318368498558
58.325832583258325,75952.5,10.929318368498558
58.3978397839784,75952.2,10.97087052152198
58.46984698469847,75952.2,10.97087052152198
58.54185418541854,75952.2,10.97087052152198
58.613861386138616,75952.2,10.97087052152198
58.68586858685869,75952.2,10.97087052152198
58.75787578757876,75952.2,10.97087052152198
58.829882988298834,75952.2,10.97087052152198
58.90189018901891,75952.2,10.97087052152198
58.97389738973897,75952.2,10.97087052152198
59.045904590459045,75952.2,10.97087052152198
59.11791179117912,75952.2,10.97087052152198
59.18991899189919,75952.2,10.97087052152198
59.26192619261926,75952.2,10.97087052152198
59.333933393339336,75952.2,10.97087052152198
59.40594059405941,75952.2,10.97087052152198
59.47794779477948,75952.2,10.97087052152198
59.549954995499554,75952.2,10.97087052152198
59.62196219621963,75952.2,10.97087052152198
59.69396939693969,75952.2,10.97087052152198
59.765976597659765,75952.2,10.97087052152198
59.83798379837984,75952.2,10.97087052152198
59.90999099909991,75952.2,10.97087052152198
59.981998199819984,75952.2,10.97087052152198
60.054005400540056,75952.2,10.97087052152198
60.12601260126013,75952.2,10.97087052152198
60.1980198019802,75952.0,11.216059914247962
60.270027002700274,75952.0,11.216059914247962
60.34203420342035,75952.0,11.216059914247962
60.41404140414041,75952.0,11.216059914247962
60.486048604860486,75952.1,11.255665240224586
60.55805580558056,75952.1,11.255665240224586
60.63006300630063,75952.1,11.255665240224586
60.702070207020704,75952.1,11.255665240224586
60.774077407740776,75952.1,11.255665240224586
60.84608460846085,75952.1,11.255665240224586
60.91809180918092,75952.1,11.255665240224586
60.990099009900995,75952.1,11.255665240224586
61.06210621062107,75951.8,11.214276615100948
61.13411341134113,75951.8,11.214276615100948
61.206120612061206,75951.5,11.377609590770813
61.27812781278128,75951.5,11.377609590770813
61.35013501350135,75951.5,11.377609590770813
61.422142214221424,75951.5,11.377609590770813
61.494149414941496,75951.5,11.377609590770813
61.56615661566157,75951.5,11.377609590770813
61.63816381638164,75951.5,11.377609590770813
61.710171017101715,75951.5,11.377609590770813
61.78217821782179,75951.5,11.377609590770813
61.85418541854185,75951.5,11.377609590770813
61.926192619261926,75948.8,11.285388783732706
61.998199819982,75948.8,11.285388783732706
62.07020702070207,75948.8,11.285388783732706
62.142214221422144,75948.8,11.285388783732706
62.21422142214222,75948.8,11.285388783732706
62.28622862286229,75948.8,11.285388783732706
62.35823582358236,75948.8,11.285388783732706
62.430243024302435,75948.8,11.285388783732706
62.50225022502251,75948.8,11.285388783732706
62.57425742574257,75948.8,11.285388783732706
62.646264626462646,75948.8,11.285388783732706
62.71827182718272,75948.8,11.285388783732706
