CruiseTow,CruiseName,Event,GridLine,GridStation,NorthSouthFar,Offshore,VolumeFilteredM3,DensES7,DensES8,DensES9,DensES10,DensES11,DensES12,DensES13,DensES14,DensES15,DensES16,DensES17,DensES18,DensES19,DensES20,DensES21,DensES22,DensES23,DensES24,DensES25,DensES26,DensES27,DensES28,DensES29,DensES30,DensES31,DensES32,DensES33,DensES34,DensES35,DensES36,DensES37,DensES38,DensES39,DensES40,DensES41,DensES42,DensES43,DensES44,DensES45,DensES46,DensES47,DensES48,DensES49,DensES50,DensES51,DensES52,DensES53,DensES54,DensES55,DensES56,DensES57,DensES58,DensES59,DensES60,DensES61,DensES62,DensES63,DensES64,DensES65
30014,PD95-01,174,500,120,North,Shelf,8911.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30018,PD95-01,193,500,160,North,Shelf,9133.5,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0.109,0,0,0,0.109,0,0.109,0.109,0,0,0,0,0,0,0,0,0.109,0,0.218,0.109,0,0.109,0.109,0.109,0,0.219,0,0.109,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30020,PD95-01,203,500,180,North,Shelf,8141.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0.295,0,0,0.147,0,0,0.147,0.294,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30026,PD95-01,237,600,180,North,Slope,6146.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0
30028,PD95-01,248,600,160,North,Shelf,5816.2,0,0,0,0,0,0,0,0.194,0,0.388,0,0,0,0.194,0.388,0.582,0.582,0.582,0.776,3.299,2.328,1.94,3.299,2.522,1.164,0.97,0.388,0.388,0.776,0.194,0.388,1.746,1.164,0.776,2.134,0.776,1.746,2.522,1.746,0.97,1.552,1.164,0.776,0.194,0.388,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0
30030,PD95-01,258,600,140,North,Shelf,11625.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.234,0.234,0,0,0.234,0,0.234,0.468,0,0.468,0,0,0,0,0,0,0.937,0.702,0.468,1.171,1.639,2.576,2.576,2.576,3.278,2.81,1.171,0.468,0.702,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30037,PD95-01,298,600,100,North,Shelf,8591,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0.116,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.116,0,0,0,0.349,0.349,0.116,0,0.465,0.116,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30039,PD95-01,308,600,120,North,Shelf,11714.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0.088,0,0,0,0,0,0,0,0.263,0.088,0.088,0.176,0.351,0.701,0.351,0.526,0.088,0.175,0,0.088,0.088,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30081,PD95-01,949,400,200,North,Slope,14007.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0.133,0,0,0,0,0,0,0,0,0.266,0,0,0.133,0.795,0.663,2.386,1.856,2.387,0.663,1.06,1.193,0.531,0.663,0.133,0.265,0,0,0,0,0,0,0,0
30083,PD95-01,960,400,180,North,Slope,7843.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.127,0.127,0.637,0.637,0.765,0.637,0.637,0.637,0.382,0.127,0.127,0.127,0.127,0.127,0,0,0,0,0,0,0,0
30089,PD95-01,971,400,160,North,Shelf,6262.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.16,0,0.319,0.16,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,0.16,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0
30096,PD95-01,995,400,100,North,Shelf,7375.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0.136,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0
30097,PD95-01,1003,400,80,North,Shelf,7798.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0.128,0,0.256,0.128,0.256,1.282,0.128,0.385,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0.128,0,0.128,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30099,PD95-01,1011,400,60,North,Shelf,6075.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0,0.567,0.189,0.567,0.945,0.567,0.189,0.945,0,0.378,0,0.189,0,0,0,0,0,0,0,0,0
30103,PD95-01,1024,400,40,North,Coast,6328.1,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0,0,0,0.565,0,0,0.565,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0.188,0.188,0.188,0.565,0.377,0.754,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30107,PD95-01,1034,300,60,South,Shelf,7144.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30109,PD95-01,1041,300,80,South,Shelf,6212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.322,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30113,PD95-01,1058,300,120,South,Shelf,10864.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.092,0,0,0,0,0.092,0,0.092,0,0.552,0.736,0.644,0.552,1.288,1.472,1.289,1.933,1.196,1.565,0.46,0.644,0.368,0.276,0.092,0,0,0,0,0.092,0,0,0,0,0,0,0
30115,PD95-01,1063,300,140,South,Shelf,7033.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30117,PD95-01,1073,300,160,South,Shelf,8813.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.185,0.925,0.555,0.555,1.664,2.034,1.295,1.849,0.925,1.295,0.555,0.555,0.37,0,0.185,0.185,0.37,0,0.37,0,0.185,0.185,0,0.37,0.925,0.185,0.74,0.925,0.185,0,0,0.37,0,0,0.185,0,0,0,0,0,0,0,0
30119,PD95-01,1081,300,180,South,Slope,8462.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.18,0.18,0.18,0.18,0.539,0,0.359,0.719,0.18,0,0,0,0,0.36,0.719,0.539,0.718,1.078,1.258,2.155,1.796,2.335,1.617,0.719,1.078,0.36,0.36,0.18,0,0,0,0,0,0,0,0,0
30122,PD95-01,1092,300,200,South,Slope,5086.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0.197,0.197,0.393,0.197,0.197,0.197,0.393,0,0.393,0,0.393,0,0.393,0.197,0.197,0.197,0.197,0,0.393,0.197,1.376,0.59,0.983,1.769,2.555,0.786,1.18,1.179,1.179,1.18,0,0,0,0,0,0,0,0,0,0
30125,PD95-01,1100,200,200,South,Slope,6295.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0.318,0.318,0.635,0.794,0.477,0.318,0.953,0.794,0.318,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0.159,0.318,0.318,0.794,0.635,1.43,1.271,0.635,0.159,0.477,0.318,0.318,0.159,0,0,0,0,0,0,0
30129,PD95-01,1115,200,180,South,Slope,7624.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0.219,0.219,0,0.437,0.437,0.656,0.437,0.656,0.656,0.437,0.656,0,0.219,0,0.219,0,0,0.219,0.219,0.656,0.875,0.875,0.656,1.968,1.312,1.749,3.279,1.968,1.093,1.312,0.219,0,0,0,0,0,0,0,0,0,0
30131,PD95-01,1123,200,160,South,Slope,7663.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.141,0.141,0,0.141,0,0.282,0,0.141,0,0.282,0.141,0.282,0,0,0.141,0,0,0,0,0,0,0.282,0.423,0.282,0.846,1.41,0.705,1.41,1.551,1.269,1.41,0.987,0.564,0.564,0.423,0.141,0,0,0,0,0,0,0
30134,PD95-01,1134,200,140,South,Shelf,8554.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0,0.164,0.164,0.655,0,0.491,0.327,0,0,0.164,0,0,0,0.164,0.491,0.818,0.819,1.964,1.309,1.473,1.473,2.127,0.982,1.473,0.327,0,0.491,0,0,0,0,0,0,0,0,0
30137,PD95-01,1143,200,120,South,Shelf,8804.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0.114,0.114,0,0.227,0.114,0,0,0,0.114,0,0,0.114,0,0,0,0,0,0,0,0,0
30139,PD95-01,1153,200,100,South,Shelf,5982.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.334,0.334,0,0,0.334,0.167,0.167,0.668,0.668,0.334,1.337,1.17,1.337,0.334,1.003,0.668,0.334,0.167,0.167,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0
30141,PD95-01,1161,200,80,South,Shelf,9121.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0.932,1.864,5.591,5.591,5.591,8.386,3.727,0.932,0,0.932,0.932,0.932,1.864,7.455,3.727,1.864,12.114,12.114,6.523,5.591,1.864,2.795,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0
30147,PD95-01,1183,200,20,South,Coast,11281.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.089,0,0.089,0,0,0.089,0.089,0.089,0,0,0,0,0,0,0,0,0,0.089,0.089,0,0,0,0.266,0.089,0.354,0.178,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0
30149,PD95-01,1193,200,0,South,Coast,6851.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0.292,0.146,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0
30158,PD95-01,1226,400,15,North,Coast,10292.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.1,0,0,0,0.19,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30167,PD95-01,1313,600,40,North,Coast,5711.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0.289,1.155,0.867,0.578,1.444,0,0.289,0,0,0,0,0.867,0.867,1.444,2.022,2.022,2.022,4.333,3.467,2.6,1.444,2.022,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40006,PD96-01,34,500,60,North,Shelf,13702.8,0,0,0,0,0,0,0,0,3.5079,6.3141,7.0157,12.6283,4.911,10.5236,4.2094,4.2094,2.8063,1.4031,1.4031,0,0.7016,1.4031,0.7016,0.146,0.146,0.073,0,0.073,0,0,0,0.073,0,0.146,0,0.2189,0.073,0.073,0.073,0.2189,0.2189,0.5108,0.6568,0.2919,0,0.2189,0,0,0.146,0,0,0,0,0,0,0,0,0,0
40008,PD96-01,46,500,80,North,Shelf,13707.5,0,0,0,0,2.6361,7.9082,15.8165,39.5411,73.8101,52.7215,47.4494,18.4525,18.4525,23.7247,13.1804,15.8165,5.2722,7.9082,15.8165,5.2722,10.5443,5.2722,5.2722,7.9082,2.6361,5.2722,0,0,0,3.71,0,0,0,0,0,0,0,0,1.855,0,0,0,0,0,0,1.855,0,0,0,0,0,0,0,0,0,0,0,0,0
40010,PD96-01,56,500,100,North,Shelf,10974.4,0,0,0,0,0,0,0,0,0,17.883,71.5322,53.6491,53.6491,107.2983,268.2457,447.0762,107.2983,232.4796,178.8305,89.4152,71.5322,35.7661,0,35.7661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40012,PD96-01,66,500,120,North,Shelf,11746.8,0,0,0,0,0,0,0,0,0,0,0,0.1703,0,0,0,0,0,0,0,0,0,0,0,0,0.1703,0,0,0,0,0,0,0,0,0,0,0,0,0.0851,0,0.2554,0,0.3405,0.2554,0.1703,0.5959,0.3405,0.2554,0.2554,0.4256,0.4256,0.0851,0,0.0851,0,0,0,0,0,0
40014,PD96-01,82,500,140,North,Shelf,8330.1,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.12,0.12,0,0,0,0,0,0,0.12,0.12,0,0.12,0.2401,0,0,0,0,0.12,0.12,0,0,0,0.12,0,0.12,0.12,0.12,0.3601,0.4802,0.2401,0.4802,0.12,0,0,0.2401,0,0,0,0,0,0.12,0,0,0,0,0,0
40016,PD96-01,92,500,160,North,Shelf,6851.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1459,0,0,0.1459,0.1459,0,0,0.2919,0.7297,0.1459,0.5838,0,0.1459,0.1459,0,0,0,0,0,0.1459,0,0.1459,0.4378,0.1459,0.4378,0.2919,0.1459,0.1459,0,0,0.1459,0,0,0.1459,0,0,0,0,0,0,0,0,0
40018,PD96-01,100,500,180,North,Shelf,12091.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1899,0,0.095,0,0.095,0.1899,0,0.095,0.095,0,0,0,0,0,0,0.095,0.095,0.095,0.1899,0.2849,0.1899,0.3798,0.5698,0.4748,0.6647,0.5698,0.2849,0.2849,0,0.095,0,0,0,0,0,0,0,0,0
40020,PD96-01,109,500,200,North,Slope,11012.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4497,0,1.3492,0.4497,1.3492,4.0476,1.7989,1.3492,4.0476,1.7989,4.4974,4.0476,3.1482,4.9471,2.2487,1.3492,0.8995,0.4497,0.3929,0.1964,0.1964,0.1964,0.7857,0,0.7857,2.1607,1.7679,2.75,2.9464,1.9643,1.5714,1.1786,1.1786,0.3929,0.1964,0.3929,0.1964,0,0,0,0,0,0
40022,PD96-01,119,500,220,North,Slope,12491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.33,0.98,0.98,0.33,0.33,0.33,0.33,0,0.33,0.98,0,0,0,0.45,1.77,1.77,1.12,1.55,2.08,1.2,2.62,3.85,5.05,2.22,1.55,1.77,0,0.22,0,0,0,0,0,0,0,0
40023,PD96-01,123,500,240,North,Slope,19494.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0.41,0.81,0.41,0.41,0.41,0.61,0.2,0.41,0.2,0.16,0,0.16,0,0.47,0.33,0.33,0.81,0.98,1.8,2.77,1.8,1.14,1.14,0.49,0.33,0,0,0,0,0,0,0,0,0
40024,PD96-01,135,600,240,North,Slope,17693.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.87,0.29,0,0,0.58,0,0.29,0,0,0,0,0,0,0,0,0.87,0.87,0.87,1.16,2.91,2.03,3.49,4.07,3.49,2.62,2.91,0.87,0.29,0.29,0,0,0,0,0,0
40025,PD96-01,139,600,220,North,Slope,17490.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.11,0.11,0.22,0,0,0.11,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0.22,0.65,1.41,1.09,1.74,1.08,0.97,0.54,1.2,0.54,0.33,0.11,0,0,0,0,0,0,0
40026,PD96-01,142,600,200,North,Slope,11221.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1782,0.3564,0.4456,1.0693,0.5347,0.6238,0.8911,1.0693,0.802,0.5347,0.3564,0.5347,0.1782,0,0,0,0,0,0
40028,PD96-01,155,600,180,North,Slope,8539.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6066,0.9099,0.9099,1.5164,2.123,1.5164,1.8197,0.9099,1.2131,0.9099,0.3033,0,0,0,0,0,0,0,0,0.3396,0.9825,1.3585,1.0189,3.1782,3.8211,3.4815,3.5905,1.965,4.5367,0.9462,2.341,0,0.3396,0,0,0,0,0,0,0
40030,PD96-01,164,600,160,North,Shelf,12149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2895,0.8686,0.2895,0.5791,1.1581,1.1581,2.8953,3.4744,2.6058,3.1849,1.1581,1.4477,2.3163,1.4477,2.0267,0.5791,0.5791,0.2895,0.5791,0,0,0,0,0,0,0.2895,0,0,0,0.2895,0.8686,0.2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40032,PD96-01,173,600,140,North,Shelf,12591.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1373,0,0.1373,0.8238,0.9611,0.9611,0.5492,1.6475,2.7459,1.5102,1.2357,0.5492,0.1373,0.6865,0.1373,0.2746,0,0,0.1373,0.2746,0,0.2746,0.2746,0.2746,0.2746,0.1373,0.6865,0.4119,0.2746,0.2746,0.2746,0,0,0,0.1373,0,0,0,0,0,0,0
40039,PD96-01,195,600,100,North,Shelf,6626.8,0,0,0,0,1.1348,2.2695,7.9433,13.617,24.9645,9.078,9.078,1.1348,3.4043,0,0,1.1348,1.1348,1.1348,5.6738,2.2695,5.6738,2.2695,4.539,5.6738,2.2695,4.539,7.9433,5.6738,2.2695,0,2.2695,0,0,0,1.1348,0,1.1348,0,1.1348,3.4043,2.2695,2.2695,1.1348,0,0,1.1348,0,0,0,0,1.1348,0,0,0,0,0,0,0,0
40041,PD96-01,204,600,80,North,Shelf,11440.3,0,0,0,0,0.1614,0.8069,2.2593,2.0979,1.6676,2.0105,0.7867,0.5245,0.8741,0.5245,0.1748,0.1748,0,0.1748,0,0,0.0874,0,0,0.1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2622,0.1748,0.2622,0.3497,0.0874,0.1748,0.0874,0,0,0,0,0,0,0,0,0,0,0,0
40043,PD96-01,213,600,60,North,Shelf,7535.2,0,0,0,0.2831,0.2831,0.4247,1.1325,0.9909,0.4247,1.4156,0.8494,0.4247,0.4247,0.1416,0.2831,0.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1416,0,0,0.1416,0,0,0,0.1416,0.2831,0,0,0.1416,0.1416,0,0.1416,0.1416,0,0,0,0,0,0,0,0,0,0,0
40046,PD96-01,254,600,40,North,Coast,14082.5,0,0,0,0,0.4168,0.4168,0.7502,0.3334,0.7502,0.3334,0.2501,0.2501,0.1667,0,0.4179,0.2089,0,0.2089,0,0.2089,0,0,0,0,0,0,0,0,0.2089,0,0,0,0,0.6185,0,0.6185,0.6185,0,0,1.8555,6.1848,6.1848,5.5664,4.3294,5.5664,4.3294,8.6588,9.8957,6.8033,2.4739,1.237,1.8555,0,0,0,0,0,0,0
40059,PD96-01,465,613,40,North,Coast,28518.7,0,0,0,0,0,0,0.07,0.7,0.92,1.06,1.69,0.92,0.92,0.63,0.11,0.11,0.04,0.04,0.04,0,0,0,0.07,0.07,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.17,0.04,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0
40060,PD96-01,470,605,45,North,Coast,10468.7,0,0,0,0,0,0.27,0.53,0,0,0.27,0,0,0.27,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0
40064,PD96-01,510,606,14,North,Coast,15578.9,0,0,0,0,84.88,118.83,203.71,186.73,152.78,101.85,169.75,16.98,84.88,33.95,71.25,71.25,42.75,42.75,71.25,42.75,42.75,57,14.25,42.75,28.5,42.75,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40066,PD96-01,517,595,14,North,Coast,15629.4,0,0,0,0,0,27.57,13.78,110.26,41.35,55.13,41.35,151.61,137.83,96.48,82.7,110.26,96.48,27.57,68.91,82.7,41.35,68.91,41.35,27.57,0,0,0,41.35,0,0,0,0,0,0,0,13.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40069,PD96-01,525,588,11,North,Coast,11523.2,0,0,0,0,21.11,28.14,70.36,77.39,119.6,105.53,49.25,35.18,28.14,14.07,7.04,28.14,28.14,14.07,0,7.04,7.04,7.04,7.04,7.04,0,0,7.04,7.04,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,7.04,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40073,PD96-01,535,575,10,North,Coast,8365.1,0,0,0,0.5,0.83,2.16,1.33,0.67,0.5,0.33,0.33,0.33,0.17,0.33,0.33,0,0,0,0.5,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40075,PD96-01,544,550,5,North,Coast,8783.7,0,0,0,0,1.53,5.1,2.04,1.02,1.79,0.77,0.77,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40079,PD96-01,601,626,31,North,Coast,15260.5,0,0,0,0,7.3,0,36.52,14.61,58.44,80.35,73.04,98.28,55.28,36.85,18.43,24.57,24.57,18.43,18.43,30.71,18.43,6.14,18.43,0,0,6.14,6.14,0,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40080,PD96-01,604,617,28,North,Coast,11813.8,0,0,0,0,0,0,1.48,2.95,1.48,8.85,10.33,10.33,2.95,5.9,11.8,4.43,4.43,0,4.43,2.95,0,5.9,1.48,2.95,1.48,0,1.48,2.95,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40081,PD96-01,606,622,29,North,Coast,7815.5,0,0,0,0,0.43,0,0.86,1.14,1.71,0.86,0.71,0.43,0.43,0.43,0.43,0.14,0,0,0,0,0,0.14,0.14,0,0,0.29,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0
40086,PD96-01,674,400,200,North,Slope,16007.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2866,0,0,0.2866,0.8599,0.8599,1.1466,1.4332,1.1466,0.2866,0.2866,0.5733,0.2866,0,0,0.2866,0.2866,0.2866,0.2866,0.5733,0.5733,0.2866,1.4332,1.4332,2.0065,2.2931,1.7198,3.7263,2.0065,2.2931,0.5733,1.7198,0,0,0,0,0,0,0,0,0
40088,PD96-01,688,400,180,North,Slope,12546.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797,0,0,0.0797,0.0797,0.1594,0.1594,0.1594,0.1594,0.1594,0.2391,0,0,0,0.0797,0,0.2391,0.1594,0.0797,0.3188,0.3985,0.3188,0.3985,0.8767,1.1158,1.2752,1.9128,2.2316,1.7534,1.0361,0.7173,0.4782,0.1594,0.1594,0,0,0,0,0,0,0
40090,PD96-01,697,400,160,North,Shelf,10635.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0.1881,0,0.094,0,0,0,0,0,0,0,0.1881,0.2821,0,0.1881,0.5642,0.7522,1.4104,1.6925,1.9746,1.1283,1.7866,0.7522,0.9403,0.9403,0,0.094,0.094,0,0,0,0,0,0
40092,PD96-01,706,400,140,North,Shelf,10104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,0,0,0.099,0,0.099,0,0.099,0.1979,0,0.1979,0.099,0.4949,0.3959,0.4949,0.8907,0.3959,0.099,0.1979,0.3959,0,0,0.1979,0.099,0.2969,0.099,0.7918,0.3959,0.7918,0.6928,0.4949,0.3959,0,0,0.099,0,0,0,0,0,0,0,0,0
40094,PD96-01,714,400,120,North,Shelf,9979,0,0,0,0,0,0,0,0,1.7422,2.6134,1.7422,3.4845,12.1957,10.4534,10.4534,7.8401,5.2267,9.5823,6.969,3.4845,1.7422,1.7422,5.2267,3.4845,0.8711,2.6134,4.3556,7.8401,1.7422,1.7422,0,0,0,0,0.8711,0,0,0,0,0.8711,0,0.8711,0,0,0,0,0,0,0,0.8711,0,0,0,0,0,0,0,0,0
40096,PD96-01,720,400,100,North,Shelf,9812.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1488,0,0,0.1488,0.1488,0,0,0,0,0.1488,0,0,0,0.1488,0,0.2976,0,0.1488,0,0.1488,0.1488,0.1488,0.7439,0.1488,0.2976,0.2976,0.2976,0.8927,1.4878,1.4878,1.6366,1.4878,1.339,1.339,0.5951,0.4463,0.4463,0.2976,0,0,0,0,0,0,0
40098,PD96-01,730,400,80,North,Shelf,16177.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3035,0.3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607,0.607,0,0,0,0,0,0.3035,0.3035,0.9106,0.3035,0.9106,2.1246,1.8211,1.5176,3.3387,4.2492,4.2492,2.1246,3.3387,1.5176,0.3035,0.9106,0.3035,0,0,0,0,0,0,0
40100,PD96-01,742,400,60,North,Shelf,8863.6,0,0,0,0,0,0,0.1128,0.1128,0,0.1128,0,0,0,0,0.2256,0.2256,0,0.1128,0.1128,0,0,0,0,0,0,0,0,0,0,0,0,0.1128,0,0,0,0,0,0,0,0,0,0.1128,0.1128,0.5641,0.2256,0.1128,0.2256,0,0.2256,0,0,0,0,0,0,0,0,0,0
40102,PD96-01,751,400,40,North,Coast,10939.7,0,0,0,0,0,0.138,0,0,0,0.2761,0.2761,0.2761,0.8282,0.6901,0.8282,0.5521,0.5521,0.6901,0.5521,0.4141,1.2422,0.2761,0.2761,0.138,0.2761,0.6901,0.5521,0.2761,0.2761,0.2761,0.138,0.138,0.138,0.2761,0,0,0,0.138,0,0.2761,0.5521,0.138,0.4141,0.138,0.5521,0,0.138,0,0,0.2761,0.138,0,0,0,0,0,0,0,0
