CruiseTow,CruiseName,Event,GridLine,GridStation,NorthSouthFar,Offshore,VolumeFilteredM3,DensES7,DensES8,DensES9,DensES10,DensES11,DensES12,DensES13,DensES14,DensES15,DensES16,DensES17,DensES18,DensES19,DensES20,DensES21,DensES22,DensES23,DensES24,DensES25,DensES26,DensES27,DensES28,DensES29,DensES30,DensES31,DensES32,DensES33,DensES34,DensES35,DensES36,DensES37,DensES38,DensES39,DensES40,DensES41,DensES42,DensES43,DensES44,DensES45,DensES46,DensES47,DensES48,DensES49,DensES50,DensES51,DensES52,DensES53,DensES54,DensES55,DensES56,DensES57,DensES58,DensES59,DensES60,DensES61,DensES62,DensES63,DensES64,DensES65
70131,LMG99-01,1265,600,80,North,Shelf,13172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0.076,0.152,0.38,0.228,0.304,0.683,0.228,0.228,0.152,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0
70132,LMG99-01,1267,600,60,North,Shelf,13667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.137,0,0.137,0.137,0,0,0.273,0.41,0.41,1.093,0.683,1.229,1.639,1.093,1.776,2.185,1.229,0.819,0.956,0.274,0.546,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70133,LMG99-01,1283,600,40,North,Coast,11746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.328,0,6.996,9.328,9.328,13.992,13.992,23.32,23.32,20.988,41.977,23.32,23.32,2.332,4.664,2.332,6.996,2.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70255,LMG99-01,1244,600,140,North,Shelf,7413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.54,0,0.135,0.27,0.54,0.405,0.81,0.54,0.27,0.944,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0
80002,LMG00-01,68,600,40,North,Coast,10434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958,0,0.0958,0.0958,0,0.0958,0,0,0,0.0958,0,0,0,0.0958,0.2875,0.2875,0.0958,0.2875,0.0958,0.575,0.1917,0.2875,2.0127,1.4376,0.6709,0.8626,0.9584,0.9584,0.6709,0.3834,0.0958,0.0958,0,0.0958,0,0,0,0,0,0
80005,LMG00-01,82,600,60,North,Shelf,9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1033,0,0.2067,0,0,0,0.31,0.2067,0.1033,0,0.1033,0,0,0.31,0.1033,0.62,0.7233,0.7233,0.2067,1.0333,0.8266,0.4133,0.4133,0.31,1.0333,1.1366,0.2067,0.5166,0.4133,0.1033,0.1033,0,0,0.1033,0,0,0,0,0,0,0
80006,LMG00-01,85,600,80,North,Shelf,8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1169,0,0,0,0,0,0.2339,0,0.1169,0,0.2339,0.2339,0.3508,0.1169,0.5847,0.8186,0.5847,0.4678,0.5847,0.4678,0.7017,0.2339,0.2339,0.1169,0.3508,0.3508,0.1169,0,0,0,0,0,0,0,0,0,0
80008,LMG00-01,97,600,100,North,Shelf,8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0,0,0,0,0,0.758,0,0.758,2.2741,0,0,2.2741,3.0322,3.0322,4.5483,4.5483,5.3063,8.3385,13.6448,5.3063,5.3063,8.3385,5.3063,2.2741,1.5161,1.5161,2.2741,0,1.5161,0,0.758,0.758,0,0,0,0,0,0,0
80010,LMG00-01,113,600,120,North,Shelf,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1334,0.1334,0.2668,0.4002,0.9338,0.9338,0.667,1.7343,0.9338,0.9338,1.0672,0.2668,0.4002,0.4002,0,0.1334,0,0.2668,0,0,0,0,0
80012,LMG00-01,124,600,140,North,Shelf,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1299,0.1299,0.1299,0.1299,0,0.2599,0.3898,1.2994,1.0395,1.2994,1.0395,1.0395,1.1694,1.1694,0.9096,0.3898,0.1299,0.2599,0.1299,0,0,0,0,0,0,0
80014,LMG00-01,132,600,160,North,Shelf,8970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3344,0.4459,0.7804,0.6689,1.4493,0.8919,0.6689,0.3344,0.223,0.1115,0,0,0,0,0,0,0,0,0,0
80016,LMG00-01,144,600,180,North,Slope,8543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1171,0,0,0,0.1171,0,0,0,0,0,0,0,0,0,0
80018,LMG00-01,160,600,200,North,Slope,7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1355,0.1355,0,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0
80026,LMG00-01,221,500,200,North,Slope,9409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80028,LMG00-01,232,500,160,North,Shelf,5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5811,0.9684,0.3874,0.9684,0.7747,0.1937,0.3874,0.5811,0,0,0,0,0,0,0,0,0,0,0,0,0
80030,LMG00-01,250,500,120,North,Shelf,9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4296,0,0.2148,0.2148,1.2887,0.9665,1.6108,1.2887,0.6443,0.8591,1.6108,0.4296,0.2148,0.3222,0.3222,0.3222,0,0,0,0,0,0,0,0,0
80032,LMG00-01,272,500,80,North,Shelf,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2752,0.2752,0,0,0,0.2752,0.2752,0.2752,0.8255,0.2752,0.5503,1.3758,1.9261,1.3758,3.0267,3.3019,3.3019,4.1274,1.6509,1.3758,0.8255,1.1006,1.1006,0.2752,0,0,0,0,0,0,0,0,0,0,0
80033,LMG00-01,285,500,60,North,Shelf,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1235,0.1235,0.2469,0.2469,0.1235,0.6173,0.4938,0.2469,0.3704,0.6173,0.1235,0.7407,0.3704,0.1235,0.1235,0,0,0,0,0,0,0
80035,LMG00-01,294,400,40,North,Coast,7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2987,0,0,1.1949,0,0.2987,0.2987,0.8962,0.2987,0.5975,0,0.5975,0,0,0,0,0,0,0,0.5975,0.5975,2.6885,2.9873,2.9873,1.4936,3.286,2.9873,2.0911,2.0911,0.5975,1.7924,0.5975,0.2987,0,0,0,0,0,0,0,0,0,0,0,0,0
80037,LMG00-01,308,400,60,North,Shelf,5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0.334,0.167,0,0.167,0,0.334,0,0,0,0,0,0,0,0.501,0.334,0.334,1.169,0.501,0.668,0.835,0.167,0.835,2.171,1.503,1.336,0.334,0.501,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0
80039,LMG00-01,327,400,80,North,Shelf,7147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1399,0,0,0,0,0.2798,0.5597,0.5597,0.5597,0.9794,0.6996,0.2798,0.2798,0.5597,0.1399,0.1399,0,0.1399,0.1399,0,0.1399,0.2798,0,0,0,0,0,0,0,0,0
80041,LMG00-01,338,400,100,North,Shelf,7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2609,0,0.1304,0,0.1304,0.3913,0,0.1304,0.1304,0,0,0.1304,0,0,0.1304,0.1304,0.1304,0.6521,0.5217,0.5217,0.6521,0.2609,0.6521,0.7826,0.5217,0.7826,0.2609,0.5217,0.2609,0.2609,0,0.3913,0,0,0,0,0,0,0,0,0
80043,LMG00-01,346,400,120,North,Shelf,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0.102,0.102,0,0.102,0.5101,0.6121,1.1222,1.5303,1.2242,1.3263,1.0202,0.9182,0.6121,0.102,0.6121,0.3061,0.102,0,0.102,0,0,0,0,0,0,0
80045,LMG00-01,357,400,140,North,Shelf,9860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2714,0,0,0,0.2714,0,0,0,0,0.2714,0,0,1.0856,1.0856,1.357,2.4427,2.4427,3.7997,4.3425,3.5283,2.1713,2.1713,1.357,1.0856,0.5428,0,0.2714,0,0,0,0,0,0,0
80047,LMG00-01,374,400,160,North,Shelf,9176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.109,0.3269,0.218,1.1988,2.0706,2.0706,1.5257,1.6347,0.8718,0.8718,0.109,0.218,0,0,0,0,0,0,0,0,0
80049,LMG00-01,386,400,180,North,Slope,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3041,0.3041,1.0645,2.281,2.129,1.9769,1.2166,0.4562,1.3686,1.0645,0,0,0,0.1521,0,0,0,0,0,0
80051,LMG00-01,398,400,200,North,Slope,10497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1905,0,0.1905,0.7621,0.5716,1.1432,0.1905,0,0.0953,0.0953,0,0,0,0,0,0,0,0,0,0
80053,LMG00-01,404,300,200,South,Slope,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899,0,0,0,0,0.0899,0,0.0899,0.3596,0.3596,0.8991,0.7193,1.0789,0.6294,0.5395,0.8092,0.6294,0.3596,0,0.1798,0,0.0899,0,0,0,0,0
80055,LMG00-01,425,300,160,South,Shelf,6965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1436,0.4307,0.7179,0.7179,0.4307,0.4307,0.2872,0.5743,0,0,0,0.1436,0,0,0,0,0,0,0,0,0
80057,LMG00-01,441,300,120,South,Shelf,8523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1173,0,0.2347,0.5866,0.8213,0.9386,0.9386,1.056,0.352,0.352,0.352,0.1173,0,0,0,0,0,0,0,0,0,0
80059,LMG00-01,457,300,80,South,Shelf,8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1194,0,0.1194,0.1194,0,0,0,0,0,0,0,0,0.1194,0,0,0.1194,0.2388,0,0.597,0.1194,0.4776,0.3582,0.2388,0.4776,0,0.3582,0.1194,0,0,0,0,0,0,0,0,0
80061,LMG00-01,477,227,-35,South,Coast,10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967,0.0967,0.0967,0.7735,1.1603,0.2901,0.8702,0.3868,0.0967,0,0.0967,0,0,0,0,0,0,0,0.0967,0,0,0.0967,0.0967,0.2901,0.0967,0.3868,0.0967,0.2901,0.0967,0.3868,0.0967,0.1934,0,0,0.0967,0,0,0,0,0,0,0,0,0,0
80064,LMG00-01,485,200,-20,South,Coast,12796,0,0,0,0,0,0,0,0.1563,0.0781,0.3126,0.6252,0.7815,1.4067,1.7974,0.8596,0.3907,0.8596,0.3126,0.3126,0.0781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80066,LMG00-01,494,200,0,South,Coast,8081,0,0,0,0,0,0,0,0.1285,0.1285,0.1285,0.257,0.1285,0.514,0.3855,0,0.6425,0.1285,0.1285,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1285,0,0,0.257,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80068,LMG00-01,507,200,20,South,Coast,7154,0,0,0,0,0,0,0,0,0,0,0,0.2501,0.5002,0.2501,0.2501,0.2501,1.2504,1.0003,1.7506,1.5005,1.5005,1.5005,1.0003,0.2501,2.0006,0.5002,0.2501,0.2501,0,0.2501,0,0,0.5002,0.2501,0,0,0.7502,0.5002,1.0003,1.2504,1.2504,1.5005,2.5008,2.0006,1.2504,0.7502,1.7506,1.0003,0.7502,0.2501,0.2501,0,0,0,0,0,0,0,0
80070,LMG00-01,518,200,40,South,Coast,8952,0,0,0,0,0,0,0,0,0.1117,0.8937,0.6702,1.6756,1.2288,0.5585,0.4468,0.2234,0.1117,0.1117,0.2234,0.1117,0,0.3351,0,0.2234,0,0,0,0,0,0,0,0,0,0.1117,0.1117,0.1117,0.3351,0.3351,0.2234,0.4468,0.3351,0.4468,0.6702,0.2234,0.4468,0.2234,0.1117,0.1117,0,0,0,0,0,0,0,0,0,0,0
80072,LMG00-01,521,200,60,South,Shelf,9686,0,0,0,0,0,0,0,0.1032,0.1032,0.3097,0.9292,1.6519,1.0324,0.9292,0.5162,0.1032,0.1032,0.1032,0,0,0,0.3097,0.1032,0,0,0,0,0,0,0,0,0,0,0,0.1032,0,0,0.1032,0,0,0.2065,0,0,0.2065,0.1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80074,LMG00-01,532,200,80,South,Shelf,8710,0,0,0,0,0,0,0,0,0,0,0,0.2296,0.1148,0.3444,0.2296,0.5741,0.2296,0.1148,0.3444,0.1148,0.1148,0.1148,0.1148,0,0,0.1148,0,0,0,0,0,0,0,0,0,0,0.1148,0.1148,0.1148,0.2296,0.4592,0.6889,0.2296,0.9185,0.3444,0.2296,0.2296,0,0,0,0,0,0,0,0,0,0,0,0
80076,LMG00-01,547,200,100,South,Shelf,9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4031,0,0.8062,1.2093,1.6124,3.2248,8.4651,6.4496,3.6279,3.6279,4.031,1.2093,0.8062,0,0.4031,1.2093,0,0,0,0,0,0,0
80078,LMG00-01,559,200,120,South,Shelf,9141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6996,1.2747,2.5495,3.8242,6.7986,5.0989,4.674,4.674,5.5239,4.2491,0.8498,1.2747,0,0,0.4249,0,0,0,0,0
80080,LMG00-01,571,200,140,South,Shelf,7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1312,0.2623,0.3935,0.5246,1.4427,0.7869,1.3115,1.1804,0.9181,0.5246,0.1312,0.1312,0,0,0,0,0,0,0,0,0
80082,LMG00-01,577,200,160,South,Slope,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4696,0,0,0.4696,0.9392,1.174,2.5828,3.0524,2.348,0.9392,2.348,0.7044,1.4088,0.4696,0.2348,0.4696,0,0,0,0,0,0,0
80084,LMG00-01,589,200,180,South,Slope,6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1634,0.4901,0.8169,0.6535,0.4901,0.8169,1.307,0.6535,0.9802,0.3267,0,0,0,0,0,0,0,0,0
80086,LMG00-01,624,300,60,South,Shelf,7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4116,0.5488,0.1372,0,0.2744,0,0.2744,0,0,0,0,0,0,0,0,0,0,0,0
80089,LMG00-01,640,300,40,South,Coast,6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1558,0,0,0,0.3116,0,0.1558,0.3116,0.4674,0,0.1558,0,0,0,0,0,0,0,0,0,0,0,0,0
80090,LMG00-01,653,585,10,North,Coast,7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6139,0,0,0,0.6139,1.8418,0,4.2975,3.0696,1.8418,3.6835,4.9114,0.6139,0,0.6139,0.6139,0,0.6139,0.6139,3.6835,3.0696,3.6835,4.2975,6.1392,2.4557,6.1392,4.2975,3.0696,1.2278,0.6139,0,0.6139,0.6139,0.6139,0,0.6139,0,0,0,0,0,0,0,0,0,0
90001,LMG01-01,110,600,40,North,Coast,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1736,0,0.1736,0.1736,0,0.3472,0.3472,0.1736,0,0.3472,0,0,0,0,0,0,0,0.1736,0,0,0.1736,0.1736,0.5208,0.5208,0.3472,0.1736,0.1736,0,0.1736,0,0,0,0,0,0,0,0,0
90003,LMG01-01,122,600,60,North,Shelf,5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1958,0,0,0,0,0,0,0.1958,0,0,0,0,0,0,0,0,0,0
90005,LMG01-01,129,600,80,North,Shelf,7639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309,0,0.1309,0.2618,0.1309,0,0,0.2618,0.1309,0,0,0,0,0,0,0,0,0
90007,LMG01-01,147,600,100,North,Shelf,6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3208,0,0.6416,0.9624,0.9624,0.9624,1.2832,1.9249,1.9249,1.9249,2.2457,1.6041,1.6041,0.9624,0.3208,0,0.3208,0,0,0,0,0,0,0.245,1.3008,1.0558,1.0558,1.6975,4.3168,7.3909,9.3333,7.6359,8.6159,6.9943,3.3191,2.8467,1.7151,0.49,0,0,0,0,0,0,0
90009,LMG01-01,159,600,120,North,Shelf,10688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1351,0.1351,0.1351,0,0,0,0,0.2702,0.4053,0.2702,0.1351,0.1351,0.2702,0.4053,0,0,0,0,0,0,0,0,0.1351,0,0.1351,0.6754,0,0.4053,0.9456,1.8912,1.7561,1.7561,1.621,0.8105,1.2158,0.2702,0.2702,0,0.2702,0,0,0.1351,0,0,0,0
90011,LMG01-01,171,600,140,North,Shelf,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099,0.3297,0.7692,0.6593,0.989,0.5495,1.2088,0.6593,0.6593,0,0,0.1099,0,0,0,0,0,0
90014,LMG01-01,196,600,160,North,Shelf,7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1383,0.1383,0.5532,1.1063,1.2446,0.9681,1.5212,0.6915,0.5532,0.6915,0.6915,0.1383,0.2766,0.1383,0,0,0,0,0,0
90015,LMG01-01,207,600,180,North,Slope,8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0.2285,0.6856,1.3711,2.2852,1.9424,1.5996,0.5713,0.9141,0.2285,0.3428,0.1143,0.2285,0.1143,0,0,0,0,0
90017,LMG01-01,216,600,200,North,Slope,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5121,0.2048,0.2048,0.8193,0.4097,0.1024,0,0.5121,0.1024,0,0,0,0,0,0
90019,LMG01-01,252,500,220,North,Slope,7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1444,0,0,0.142,0.8617,1.1555,1.5814,2.7369,1.2974,0.7197,0.5777,0.4333,0.2889,0,0,0,0,0,0
90020,LMG01-01,256,500,200,North,Slope,8173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4136,0.8272,0.4136,0.8272,2.068,1.1029,1.1029,0.6893,0.4136,0.965,0.6893,0.1379,0.14,0,0,0,0,0
90021,LMG01-01,262,500,180,North,Shelf,8982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4453,1.4473,0.7793,0.7793,0.668,0.4453,0.1113,0.1113,0.1113,0.1113,0,0,0,0,0,0
90023,LMG01-01,275,500,160,North,Shelf,6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1476,0.1476,0.2952,0.1476,0.2952,0.4429,0.5905,0.7381,0.1476,0.4429,0,0,0,0,0,0,0,0
90024,LMG01-01,290,500,140,North,Shelf,6890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1451,0.1451,0.1451,0,0,0,0,0,0,0,0,0,0,0,0.1451,0.1451,0,0.1451,0.1451,0.1451,0.4354,1.5965,1.7417,0.7257,1.4514,1.016,0.7257,0,0.1451,0,0,0,0,0,0,0,0
90025,LMG01-01,301,500,120,North,Shelf,10305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1998,0,0,0.0999,0.0999,0,0,0,0,0,0,0,0.0999,0,0,0,0.1998,0.4996,0.6995,0.5995,1.3989,1.9985,2.598,2.2982,2.4981,2.2982,1.7986,1.299,0.6995,0.5995,0,0.3998,0,0,0,0,0
90027,LMG01-01,313,500,100,North,Shelf,7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0.1333,0,0.1333,0,0,0.1333,0.7998,0.3999,0,0.2666,0,0,0,0,0.1333,0,0,0,0,0.1333,0,0.1333,0.1333,0.5332,0.2666,0.9331,1.5996,1.8662,2.3994,1.333,1.4663,0.6665,0.2666,0.5332,0.2666,0,0,0,0,0,0
90029,LMG01-01,319,500,80,North,Shelf,10018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998,0.5989,0.2995,0.1996,0.0998,0,0,0,0.0998,0,0,0,0,0,0,0,0.1996,0.3993,0.6987,1.3975,0.6987,0.2995,0.2995,0.1996,0.1996,0.0998,0,0,0,0,0,0,0,0
90031,LMG01-01,337,500,60,North,Shelf,6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1662,0,0,0,0.1662,0,0,0.1662,0,0,0,0,0,0,0,0,0.1662,0,0.3324,0.1662,0.6649,0.9973,0.1662,0.1662,0.1662,0,0.1662,0,0,0,0,0,0,0,0
90033,LMG01-01,364,400,40,North,Coast,12343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818,0,0.1637,0.2455,0.1637,0.491,0.3273,1.0639,1.6367,1.0639,2.1277,1.5549,1.8822,1.2275,0.8184,0.2455,0.3273,0.5729,0.1637,0,0,0.0818,0,0.0818,0,0,0.0818,0.0818,0,0.3273,0.491,0.1637,0.1637,0.3273,0.0818,0.0818,0,0,0.0818,0,0,0,0,0,0
90035,LMG01-01,369,400,80,North,Shelf,6694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1494,0.2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90037,LMG01-01,374,400,60,North,Shelf,7944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1259,0,0,0,0,0,0,0,0,0.1259,0,0,0,0,0,0,0.1259,0,0,0.2518,0.2518,0.2518,0.2518,0.3776,0.1259,0.1259,0,0,0,0,0,0,0,0,0,0
90039,LMG01-01,400,400,100,North,Shelf,6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0.164,0,0,0,0,0,0,0,0,0,0,0
90041,LMG01-01,413,400,120,North,Shelf,6038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1656,0,0.1656,0,0,0,0,0,0,0,0,0,0,0,0.3312,0,0.1656,0.4969,0.3312,0,0.1656,0.1656,0.1656,0.1656,0,0,0,0,0,0,0
90042,LMG01-01,424,400,140,North,Shelf,9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3892,1.3621,0.5837,0.9729,0.7783,1.3621,0.9729,2.1404,1.7512,2.1404,1.1675,1.7512,1.3621,0.5837,0.3892,0,0,0,0,0,0,0.1946,0.1946,0.5837,0.7783,0.7783,1.9458,1.5567,2.9187,1.9458,2.1404,0.3892,0.1946,0,0,0.1946,0,0,0,0,0
90045,LMG01-01,432,400,160,North,Shelf,8284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1237,0.2473,0.371,0.371,0.2473,0.4946,0.4946,0.2473,0.1237,0,0.1237,0.1237,0,0,0,0,0.1237,0,0,0,0.2473,0.1237,0.4946,1.3602,0.9893,0.742,0.9893,1.3602,0.371,0.371,0,0,0,0,0,0,0,0,0
90047,LMG01-01,445,400,180,North,Slope,12725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786,0,0,0,0,0,0.0786,0,0.1572,0.943,1.1002,1.1002,1.6503,0.5501,0.2358,0.3143,0.1572,0,0,0,0,0,0,0
90049,LMG01-01,459,400,200,North,Slope,11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1783,0,0.2675,0.6241,0.4458,0.9807,0.6241,0.3566,0.6241,0.0892,0,0.0892,0,0,0,0,0,0
