lat_bins,long_bins,mean_standardised,Area_km2,no_krill,MP_removal_one_month,conc_change_month
"(-58, -54]","(-52, -44]",1.2149090909090907,221109.70545901926,268628.1912503939,1289415.3180018908,1894.1684363636364
"(-58, -54]","(-44, -36]",161.40760416666666,221109.70545901926,35688787.816137634,171306181.51746064,1125.2435
"(-58, -54]","(-36, -28]",172.26500000000001,221109.70545901926,38089463.410897955,182829424.3723102,1073.128
"(-58, -54]","(-28, -20]",219.94259999999997,221109.70545901926,48631443.50389088,233430928.81867623,844.2755200000001
"(-58, -54]","(-20, -12]",5.18,221109.70545901926,1145348.2742777197,5497671.716533054,1875.136
"(-58, -54]","(-12, -4]",1.45,221109.70545901926,320609.0729155779,1538923.549994774,1893.04
"(-58, -54]","(-4, 4]",29.99,221109.70545901926,6631080.066715987,31829184.32023674,1756.048
"(-58, -54]","(4, 12]",8.93888888888889,221109.70545901926,1976475.0893531223,9487080.428894985,1857.0933333333332
"(-58, -54]","(12, 20]",2.2623076923076924,221109.70545901926,500218.18750382744,2401047.3000183715,1889.1409230769232
"(-58, -54]","(20, 28]",3.41,221109.70545901926,753984.0956152556,3619123.658953227,1883.632
"(-58, -54]","(28, 36]",0.59,221109.70545901926,130454.72622082135,626182.6858599426,1897.168
"(-58, -54]","(36, 44]",0.712,221109.70545901926,157430.1102868217,755664.5293767442,1896.5824
"(-58, -54]","(44, 52]",0.060000000000000005,221109.70545901926,13266.582327541157,63679.59517219756,1899.712
"(-58, -54]","(52, 60]",1.1175,221109.70545901926,247090.095850454,1186032.4600821792,1894.636
"(-58, -54]","(60, 68]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(68, 76]",4.906000000000001,221109.70545901926,1084764.2149819485,5206868.231913352,1876.4512
"(-58, -54]","(76, 84]",0.13363636363636364,221109.70545901926,29548.297002250754,141831.82561080364,1899.3585454545455
"(-58, -54]","(84, 92]",0.11285714285714286,221109.70545901926,24953.80961608932,119778.28615722874,1899.4582857142857
"(-58, -54]","(92, 100]",0.06,221109.70545901926,13266.582327541155,63679.59517219754,1899.712
"(-58, -54]","(100, 108]",,221109.70545901926,,,
"(-58, -54]","(108, 116]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(116, 124]",,221109.70545901926,,,
"(-58, -54]","(124, 132]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(132, 140]",,221109.70545901926,,,
"(-58, -54]","(140, 148]",,221109.70545901926,,,
"(-58, -54]","(148, 156]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(156, 164]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(164, 172]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(172, 180]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-54, -50]","(-180, -172]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(-172, -164]",,243437.86665891207,,,
"(-54, -50]","(-164, -156]",,243437.86665891207,,,
"(-54, -50]","(-156, -148]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(-148, -140]",,243437.86665891207,,,
"(-54, -50]","(-140, -132]",,243437.86665891207,,,
"(-54, -50]","(-132, -124]",,243437.86665891207,,,
"(-54, -50]","(-124, -116]",,243437.86665891207,,,
"(-54, -50]","(-116, -108]",,243437.86665891207,,,
"(-54, -50]","(-108, -100]",,243437.86665891207,,,
"(-54, -50]","(-100, -92]",,243437.86665891207,,,
"(-54, -50]","(-92, -84]",,243437.86665891207,,,
"(-54, -50]","(-84, -76]",,243437.86665891207,,,
"(-54, -50]","(-76, -68]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(-68, -60]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(-60, -52]",26.177142857142858,243437.86665891207,6372507.812368436,30588037.499368493,1774.3497142857143
"(-54, -50]","(-52, -44]",0.13147058823529414,243437.86665891207,32004.91952839227,153623.6137362829,1899.3689411764706
"(-54, -50]","(-44, -36]",51.78945255474452,243437.86665891207,12607513.84535995,60516066.45772776,1651.4106277372264
"(-54, -50]","(-36, -28]",74.95431034482759,243437.86665891207,18246717.40723485,87584243.55472729,1540.2193103448276
"(-54, -50]","(-28, -20]",18.7925,243437.86665891207,4574806.109187605,21959069.324100506,1809.796
"(-54, -50]","(-20, -12]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(-12, -4]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(-4, 4]",10.776153846153846,243437.86665891207,2623323.9030959224,12591954.73486043,1848.2744615384615
"(-54, -50]","(4, 12]",0.045454545454545456,243437.86665891207,11065.357575405094,53113.716361944455,1899.7818181818182
"(-54, -50]","(12, 20]",0.027777777777777776,243437.86665891207,6762.162962747557,32458.382221188273,1899.8666666666666
"(-54, -50]","(20, 28]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(28, 36]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(36, 44]",,243437.86665891207,,,
"(-54, -50]","(44, 52]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(52, 60]",,243437.86665891207,,,
"(-54, -50]","(60, 68]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(68, 76]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(76, 84]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(84, 92]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(92, 100]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(100, 108]",,243437.86665891207,,,
"(-54, -50]","(108, 116]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(116, 124]",,243437.86665891207,,,
"(-54, -50]","(124, 132]",,243437.86665891207,,,
"(-54, -50]","(132, 140]",,243437.86665891207,,,
"(-54, -50]","(140, 148]",,243437.86665891207,,,
"(-54, -50]","(148, 156]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(156, 164]",,243437.86665891207,,,
"(-54, -50]","(164, 172]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-54, -50]","(172, 180]",0.0,243437.86665891207,0.0,0.0,1900.0
"(-50, -46]","(-180, -172]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(-172, -164]",,264580.0230427315,,,
"(-50, -46]","(-164, -156]",,264580.0230427315,,,
"(-50, -46]","(-156, -148]",,264580.0230427315,,,
"(-50, -46]","(-148, -140]",,264580.0230427315,,,
"(-50, -46]","(-140, -132]",,264580.0230427315,,,
"(-50, -46]","(-132, -124]",,264580.0230427315,,,
"(-50, -46]","(-124, -116]",,264580.0230427315,,,
"(-50, -46]","(-116, -108]",,264580.0230427315,,,
"(-50, -46]","(-108, -100]",,264580.0230427315,,,
"(-50, -46]","(-100, -92]",,264580.0230427315,,,
"(-50, -46]","(-92, -84]",,264580.0230427315,,,
"(-50, -46]","(-84, -76]",,264580.0230427315,,,
"(-50, -46]","(-76, -68]",,264580.0230427315,,,
"(-50, -46]","(-68, -60]",,264580.0230427315,,,
"(-50, -46]","(-60, -52]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(-52, -44]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(-44, -36]",1.4259375,264580.0230427315,377274.57660749496,1810917.9677159758,1893.1555
"(-50, -46]","(-36, -28]",,264580.0230427315,,,
"(-50, -46]","(-28, -20]",,264580.0230427315,,,
"(-50, -46]","(-20, -12]",,264580.0230427315,,,
"(-50, -46]","(-12, -4]",,264580.0230427315,,,
"(-50, -46]","(-4, 4]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(4, 12]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(12, 20]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(20, 28]",,264580.0230427315,,,
"(-50, -46]","(28, 36]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(36, 44]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(44, 52]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(52, 60]",,264580.0230427315,,,
"(-50, -46]","(60, 68]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(68, 76]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(76, 84]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(84, 92]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(92, 100]",,264580.0230427315,,,
"(-50, -46]","(100, 108]",,264580.0230427315,,,
"(-50, -46]","(108, 116]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(116, 124]",,264580.0230427315,,,
"(-50, -46]","(124, 132]",,264580.0230427315,,,
"(-50, -46]","(132, 140]",,264580.0230427315,,,
"(-50, -46]","(140, 148]",,264580.0230427315,,,
"(-50, -46]","(148, 156]",,264580.0230427315,,,
"(-50, -46]","(156, 164]",,264580.0230427315,,,
"(-50, -46]","(164, 172]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-50, -46]","(172, 180]",0.0,264580.0230427315,0.0,0.0,1900.0
"(-46, -42]","(-180, -172]",,284433.1721497776,,,
"(-46, -42]","(-172, -164]",,284433.1721497776,,,
"(-46, -42]","(-164, -156]",,284433.1721497776,,,
"(-46, -42]","(-156, -148]",,284433.1721497776,,,
"(-46, -42]","(-148, -140]",,284433.1721497776,,,
"(-46, -42]","(-140, -132]",,284433.1721497776,,,
"(-46, -42]","(-132, -124]",,284433.1721497776,,,
"(-46, -42]","(-124, -116]",,284433.1721497776,,,
"(-46, -42]","(-116, -108]",,284433.1721497776,,,
"(-46, -42]","(-108, -100]",,284433.1721497776,,,
"(-46, -42]","(-100, -92]",,284433.1721497776,,,
"(-46, -42]","(-92, -84]",,284433.1721497776,,,
"(-46, -42]","(-84, -76]",,284433.1721497776,,,
"(-46, -42]","(-76, -68]",,284433.1721497776,,,
"(-46, -42]","(-68, -60]",,284433.1721497776,,,
"(-46, -42]","(-60, -52]",,284433.1721497776,,,
"(-46, -42]","(-52, -44]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(-44, -36]",,284433.1721497776,,,
"(-46, -42]","(-36, -28]",,284433.1721497776,,,
"(-46, -42]","(-28, -20]",,284433.1721497776,,,
"(-46, -42]","(-20, -12]",,284433.1721497776,,,
"(-46, -42]","(-12, -4]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(-4, 4]",,284433.1721497776,,,
"(-46, -42]","(4, 12]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(12, 20]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(20, 28]",,284433.1721497776,,,
"(-46, -42]","(28, 36]",,284433.1721497776,,,
"(-46, -42]","(36, 44]",,284433.1721497776,,,
"(-46, -42]","(44, 52]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(52, 60]",,284433.1721497776,,,
"(-46, -42]","(60, 68]",,284433.1721497776,,,
"(-46, -42]","(68, 76]",,284433.1721497776,,,
"(-46, -42]","(76, 84]",,284433.1721497776,,,
"(-46, -42]","(84, 92]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(92, 100]",,284433.1721497776,,,
"(-46, -42]","(100, 108]",,284433.1721497776,,,
"(-46, -42]","(108, 116]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(116, 124]",,284433.1721497776,,,
"(-46, -42]","(124, 132]",,284433.1721497776,,,
"(-46, -42]","(132, 140]",,284433.1721497776,,,
"(-46, -42]","(140, 148]",,284433.1721497776,,,
"(-46, -42]","(148, 156]",0.0,284433.1721497776,0.0,0.0,1900.0
"(-46, -42]","(156, 164]",,284433.1721497776,,,
"(-46, -42]","(164, 172]",,284433.1721497776,,,
"(-46, -42]","(172, 180]",,284433.1721497776,,,
"(-42, -38]","(-180, -172]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(-172, -164]",,302900.5914332324,,,
"(-42, -38]","(-164, -156]",,302900.5914332324,,,
"(-42, -38]","(-156, -148]",,302900.5914332324,,,
"(-42, -38]","(-148, -140]",,302900.5914332324,,,
"(-42, -38]","(-140, -132]",,302900.5914332324,,,
"(-42, -38]","(-132, -124]",,302900.5914332324,,,
"(-42, -38]","(-124, -116]",,302900.5914332324,,,
"(-42, -38]","(-116, -108]",,302900.5914332324,,,
"(-42, -38]","(-108, -100]",,302900.5914332324,,,
"(-42, -38]","(-100, -92]",,302900.5914332324,,,
"(-42, -38]","(-92, -84]",,302900.5914332324,,,
"(-42, -38]","(-84, -76]",,302900.5914332324,,,
"(-42, -38]","(-76, -68]",,302900.5914332324,,,
"(-42, -38]","(-68, -60]",,302900.5914332324,,,
"(-42, -38]","(-60, -52]",,302900.5914332324,,,
"(-42, -38]","(-52, -44]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(-44, -36]",,302900.5914332324,,,
"(-42, -38]","(-36, -28]",,302900.5914332324,,,
"(-42, -38]","(-28, -20]",,302900.5914332324,,,
"(-42, -38]","(-20, -12]",,302900.5914332324,,,
"(-42, -38]","(-12, -4]",,302900.5914332324,,,
"(-42, -38]","(-4, 4]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(4, 12]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(12, 20]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(20, 28]",,302900.5914332324,,,
"(-42, -38]","(28, 36]",,302900.5914332324,,,
"(-42, -38]","(36, 44]",,302900.5914332324,,,
"(-42, -38]","(44, 52]",,302900.5914332324,,,
"(-42, -38]","(52, 60]",,302900.5914332324,,,
"(-42, -38]","(60, 68]",,302900.5914332324,,,
"(-42, -38]","(68, 76]",,302900.5914332324,,,
"(-42, -38]","(76, 84]",,302900.5914332324,,,
"(-42, -38]","(84, 92]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(92, 100]",,302900.5914332324,,,
"(-42, -38]","(100, 108]",,302900.5914332324,,,
"(-42, -38]","(108, 116]",0.0,302900.5914332324,0.0,0.0,1900.0
"(-42, -38]","(116, 124]",,302900.5914332324,,,
"(-42, -38]","(124, 132]",,302900.5914332324,,,
"(-42, -38]","(132, 140]",,302900.5914332324,,,
"(-42, -38]","(140, 148]",,302900.5914332324,,,
"(-42, -38]","(148, 156]",,302900.5914332324,,,
"(-42, -38]","(156, 164]",,302900.5914332324,,,
"(-42, -38]","(164, 172]",,302900.5914332324,,,
"(-42, -38]","(172, 180]",,302900.5914332324,,,
"(-38, -34]","(-180, -172]",,319892.3094826856,,,
"(-38, -34]","(-172, -164]",,319892.3094826856,,,
"(-38, -34]","(-164, -156]",,319892.3094826856,,,
"(-38, -34]","(-156, -148]",,319892.3094826856,,,
"(-38, -34]","(-148, -140]",,319892.3094826856,,,
"(-38, -34]","(-140, -132]",,319892.3094826856,,,
"(-38, -34]","(-132, -124]",,319892.3094826856,,,
"(-38, -34]","(-124, -116]",,319892.3094826856,,,
"(-38, -34]","(-116, -108]",,319892.3094826856,,,
"(-38, -34]","(-108, -100]",,319892.3094826856,,,
"(-38, -34]","(-100, -92]",,319892.3094826856,,,
"(-38, -34]","(-92, -84]",,319892.3094826856,,,
"(-38, -34]","(-84, -76]",,319892.3094826856,,,
"(-38, -34]","(-76, -68]",,319892.3094826856,,,
"(-38, -34]","(-68, -60]",,319892.3094826856,,,
"(-38, -34]","(-60, -52]",,319892.3094826856,,,
"(-38, -34]","(-52, -44]",,319892.3094826856,,,
"(-38, -34]","(-44, -36]",,319892.3094826856,,,
"(-38, -34]","(-36, -28]",,319892.3094826856,,,
"(-38, -34]","(-28, -20]",,319892.3094826856,,,
"(-38, -34]","(-20, -12]",,319892.3094826856,,,
"(-38, -34]","(-12, -4]",,319892.3094826856,,,
"(-38, -34]","(-4, 4]",,319892.3094826856,,,
"(-38, -34]","(4, 12]",0.0,319892.3094826856,0.0,0.0,1900.0
"(-38, -34]","(12, 20]",0.0,319892.3094826856,0.0,0.0,1900.0
"(-38, -34]","(20, 28]",,319892.3094826856,,,
"(-38, -34]","(28, 36]",,319892.3094826856,,,
"(-38, -34]","(36, 44]",,319892.3094826856,,,
"(-38, -34]","(44, 52]",,319892.3094826856,,,
"(-38, -34]","(52, 60]",,319892.3094826856,,,
"(-38, -34]","(60, 68]",,319892.3094826856,,,
"(-38, -34]","(68, 76]",,319892.3094826856,,,
"(-38, -34]","(76, 84]",,319892.3094826856,,,
"(-38, -34]","(84, 92]",,319892.3094826856,,,
"(-38, -34]","(92, 100]",,319892.3094826856,,,
"(-38, -34]","(100, 108]",,319892.3094826856,,,
"(-38, -34]","(108, 116]",,319892.3094826856,,,
"(-38, -34]","(116, 124]",,319892.3094826856,,,
"(-38, -34]","(124, 132]",,319892.3094826856,,,
"(-38, -34]","(132, 140]",,319892.3094826856,,,
"(-38, -34]","(140, 148]",,319892.3094826856,,,
"(-38, -34]","(148, 156]",,319892.3094826856,,,
"(-38, -34]","(156, 164]",,319892.3094826856,,,
"(-38, -34]","(164, 172]",,319892.3094826856,,,
"(-38, -34]","(172, 180]",,319892.3094826856,,,
"(-34, -30]","(-180, -172]",,335325.5443558016,,,
"(-34, -30]","(-172, -164]",,335325.5443558016,,,
"(-34, -30]","(-164, -156]",,335325.5443558016,,,
"(-34, -30]","(-156, -148]",,335325.5443558016,,,
"(-34, -30]","(-148, -140]",,335325.5443558016,,,
"(-34, -30]","(-140, -132]",,335325.5443558016,,,
"(-34, -30]","(-132, -124]",,335325.5443558016,,,
"(-34, -30]","(-124, -116]",,335325.5443558016,,,
"(-34, -30]","(-116, -108]",,335325.5443558016,,,
"(-34, -30]","(-108, -100]",,335325.5443558016,,,
"(-34, -30]","(-100, -92]",,335325.5443558016,,,
"(-34, -30]","(-92, -84]",,335325.5443558016,,,
"(-34, -30]","(-84, -76]",,335325.5443558016,,,
"(-34, -30]","(-76, -68]",,335325.5443558016,,,
"(-34, -30]","(-68, -60]",,335325.5443558016,,,
"(-34, -30]","(-60, -52]",,335325.5443558016,,,
"(-34, -30]","(-52, -44]",,335325.5443558016,,,
"(-34, -30]","(-44, -36]",,335325.5443558016,,,
"(-34, -30]","(-36, -28]",,335325.5443558016,,,
"(-34, -30]","(-28, -20]",,335325.5443558016,,,
"(-34, -30]","(-20, -12]",,335325.5443558016,,,
"(-34, -30]","(-12, -4]",,335325.5443558016,,,
"(-34, -30]","(-4, 4]",,335325.5443558016,,,
"(-34, -30]","(4, 12]",,335325.5443558016,,,
"(-34, -30]","(12, 20]",,335325.5443558016,,,
"(-34, -30]","(20, 28]",,335325.5443558016,,,
"(-34, -30]","(28, 36]",,335325.5443558016,,,
"(-34, -30]","(36, 44]",,335325.5443558016,,,
"(-34, -30]","(44, 52]",,335325.5443558016,,,
"(-34, -30]","(52, 60]",,335325.5443558016,,,
"(-34, -30]","(60, 68]",,335325.5443558016,,,
"(-34, -30]","(68, 76]",,335325.5443558016,,,
"(-34, -30]","(76, 84]",,335325.5443558016,,,
"(-34, -30]","(84, 92]",,335325.5443558016,,,
"(-34, -30]","(92, 100]",,335325.5443558016,,,
"(-34, -30]","(100, 108]",,335325.5443558016,,,
"(-34, -30]","(108, 116]",,335325.5443558016,,,
"(-34, -30]","(116, 124]",,335325.5443558016,,,
"(-34, -30]","(124, 132]",,335325.5443558016,,,
"(-34, -30]","(132, 140]",,335325.5443558016,,,
"(-34, -30]","(140, 148]",,335325.5443558016,,,
"(-34, -30]","(148, 156]",,335325.5443558016,,,
"(-34, -30]","(156, 164]",,335325.5443558016,,,
"(-34, -30]","(164, 172]",,335325.5443558016,,,
"(-34, -30]","(172, 180]",,335325.5443558016,,,
"(-30, -26]","(-180, -172]",,349125.106883622,,,
"(-30, -26]","(-172, -164]",,349125.106883622,,,
"(-30, -26]","(-164, -156]",,349125.106883622,,,
"(-30, -26]","(-156, -148]",,349125.106883622,,,
"(-30, -26]","(-148, -140]",,349125.106883622,,,
"(-30, -26]","(-140, -132]",,349125.106883622,,,
"(-30, -26]","(-132, -124]",,349125.106883622,,,
"(-30, -26]","(-124, -116]",,349125.106883622,,,
"(-30, -26]","(-116, -108]",,349125.106883622,,,
"(-30, -26]","(-108, -100]",,349125.106883622,,,
"(-30, -26]","(-100, -92]",,349125.106883622,,,
"(-30, -26]","(-92, -84]",,349125.106883622,,,
"(-30, -26]","(-84, -76]",,349125.106883622,,,
"(-30, -26]","(-76, -68]",,349125.106883622,,,
"(-30, -26]","(-68, -60]",,349125.106883622,,,
"(-30, -26]","(-60, -52]",,349125.106883622,,,
"(-30, -26]","(-52, -44]",,349125.106883622,,,
"(-30, -26]","(-44, -36]",,349125.106883622,,,
"(-30, -26]","(-36, -28]",,349125.106883622,,,
"(-30, -26]","(-28, -20]",,349125.106883622,,,
"(-30, -26]","(-20, -12]",,349125.106883622,,,
"(-30, -26]","(-12, -4]",,349125.106883622,,,
"(-30, -26]","(-4, 4]",,349125.106883622,,,
"(-30, -26]","(4, 12]",,349125.106883622,,,
"(-30, -26]","(12, 20]",,349125.106883622,,,
"(-30, -26]","(20, 28]",,349125.106883622,,,
"(-30, -26]","(28, 36]",,349125.106883622,,,
"(-30, -26]","(36, 44]",,349125.106883622,,,
"(-30, -26]","(44, 52]",,349125.106883622,,,
"(-30, -26]","(52, 60]",,349125.106883622,,,
"(-30, -26]","(60, 68]",,349125.106883622,,,
"(-30, -26]","(68, 76]",,349125.106883622,,,
"(-30, -26]","(76, 84]",,349125.106883622,,,
"(-30, -26]","(84, 92]",,349125.106883622,,,
"(-30, -26]","(92, 100]",,349125.106883622,,,
"(-30, -26]","(100, 108]",,349125.106883622,,,
"(-30, -26]","(108, 116]",,349125.106883622,,,
"(-30, -26]","(116, 124]",,349125.106883622,,,
"(-30, -26]","(124, 132]",,349125.106883622,,,
"(-30, -26]","(132, 140]",,349125.106883622,,,
"(-30, -26]","(140, 148]",,349125.106883622,,,
"(-30, -26]","(148, 156]",,349125.106883622,,,
"(-30, -26]","(156, 164]",,349125.106883622,,,
"(-30, -26]","(164, 172]",,349125.106883622,,,
"(-30, -26]","(172, 180]",,349125.106883622,,,
"(-26, -22]","(-180, -172]",,361223.7669846384,,,
"(-26, -22]","(-172, -164]",,361223.7669846384,,,
"(-26, -22]","(-164, -156]",,361223.7669846384,,,
"(-26, -22]","(-156, -148]",,361223.7669846384,,,
"(-26, -22]","(-148, -140]",,361223.7669846384,,,
"(-26, -22]","(-140, -132]",,361223.7669846384,,,
"(-26, -22]","(-132, -124]",,361223.7669846384,,,
"(-26, -22]","(-124, -116]",,361223.7669846384,,,
"(-26, -22]","(-116, -108]",,361223.7669846384,,,
"(-26, -22]","(-108, -100]",,361223.7669846384,,,
"(-26, -22]","(-100, -92]",,361223.7669846384,,,
"(-26, -22]","(-92, -84]",,361223.7669846384,,,
"(-26, -22]","(-84, -76]",,361223.7669846384,,,
"(-26, -22]","(-76, -68]",,361223.7669846384,,,
"(-26, -22]","(-68, -60]",,361223.7669846384,,,
"(-26, -22]","(-60, -52]",,361223.7669846384,,,
"(-26, -22]","(-52, -44]",,361223.7669846384,,,
"(-26, -22]","(-44, -36]",,361223.7669846384,,,
"(-26, -22]","(-36, -28]",,361223.7669846384,,,
"(-26, -22]","(-28, -20]",,361223.7669846384,,,
"(-26, -22]","(-20, -12]",,361223.7669846384,,,
"(-26, -22]","(-12, -4]",,361223.7669846384,,,
"(-26, -22]","(-4, 4]",,361223.7669846384,,,
"(-26, -22]","(4, 12]",,361223.7669846384,,,
"(-26, -22]","(12, 20]",,361223.7669846384,,,
"(-26, -22]","(20, 28]",,361223.7669846384,,,
"(-26, -22]","(28, 36]",,361223.7669846384,,,
"(-26, -22]","(36, 44]",,361223.7669846384,,,
"(-26, -22]","(44, 52]",,361223.7669846384,,,
"(-26, -22]","(52, 60]",,361223.7669846384,,,
"(-26, -22]","(60, 68]",,361223.7669846384,,,
"(-26, -22]","(68, 76]",,361223.7669846384,,,
"(-26, -22]","(76, 84]",,361223.7669846384,,,
"(-26, -22]","(84, 92]",,361223.7669846384,,,
"(-26, -22]","(92, 100]",,361223.7669846384,,,
"(-26, -22]","(100, 108]",,361223.7669846384,,,
"(-26, -22]","(108, 116]",,361223.7669846384,,,
"(-26, -22]","(116, 124]",,361223.7669846384,,,
"(-26, -22]","(124, 132]",,361223.7669846384,,,
"(-26, -22]","(132, 140]",,361223.7669846384,,,
"(-26, -22]","(140, 148]",,361223.7669846384,,,
"(-26, -22]","(148, 156]",,361223.7669846384,,,
"(-26, -22]","(156, 164]",,361223.7669846384,,,
"(-26, -22]","(164, 172]",,361223.7669846384,,,
"(-26, -22]","(172, 180]",,361223.7669846384,,,
"(-22, -18]","(-180, -172]",,371562.5812029918,,,
"(-22, -18]","(-172, -164]",,371562.5812029918,,,
"(-22, -18]","(-164, -156]",,371562.5812029918,,,
"(-22, -18]","(-156, -148]",,371562.5812029918,,,
"(-22, -18]","(-148, -140]",,371562.5812029918,,,
"(-22, -18]","(-140, -132]",,371562.5812029918,,,
"(-22, -18]","(-132, -124]",,371562.5812029918,,,
"(-22, -18]","(-124, -116]",,371562.5812029918,,,
"(-22, -18]","(-116, -108]",,371562.5812029918,,,
"(-22, -18]","(-108, -100]",,371562.5812029918,,,
"(-22, -18]","(-100, -92]",,371562.5812029918,,,
"(-22, -18]","(-92, -84]",,371562.5812029918,,,
"(-22, -18]","(-84, -76]",,371562.5812029918,,,
"(-22, -18]","(-76, -68]",,371562.5812029918,,,
"(-22, -18]","(-68, -60]",,371562.5812029918,,,
"(-22, -18]","(-60, -52]",,371562.5812029918,,,
"(-22, -18]","(-52, -44]",,371562.5812029918,,,
"(-22, -18]","(-44, -36]",,371562.5812029918,,,
"(-22, -18]","(-36, -28]",,371562.5812029918,,,
"(-22, -18]","(-28, -20]",,371562.5812029918,,,
"(-22, -18]","(-20, -12]",,371562.5812029918,,,
"(-22, -18]","(-12, -4]",,371562.5812029918,,,
"(-22, -18]","(-4, 4]",,371562.5812029918,,,
"(-22, -18]","(4, 12]",,371562.5812029918,,,
"(-22, -18]","(12, 20]",,371562.5812029918,,,
"(-22, -18]","(20, 28]",,371562.5812029918,,,
"(-22, -18]","(28, 36]",,371562.5812029918,,,
"(-22, -18]","(36, 44]",,371562.5812029918,,,
"(-22, -18]","(44, 52]",,371562.5812029918,,,
"(-22, -18]","(52, 60]",,371562.5812029918,,,
"(-22, -18]","(60, 68]",,371562.5812029918,,,
"(-22, -18]","(68, 76]",,371562.5812029918,,,
"(-22, -18]","(76, 84]",,371562.5812029918,,,
"(-22, -18]","(84, 92]",,371562.5812029918,,,
"(-22, -18]","(92, 100]",,371562.5812029918,,,
"(-22, -18]","(100, 108]",,371562.5812029918,,,
"(-22, -18]","(108, 116]",,371562.5812029918,,,
"(-22, -18]","(116, 124]",,371562.5812029918,,,
"(-22, -18]","(124, 132]",,371562.5812029918,,,
"(-22, -18]","(132, 140]",,371562.5812029918,,,
"(-22, -18]","(140, 148]",,371562.5812029918,,,
"(-22, -18]","(148, 156]",,371562.5812029918,,,
"(-22, -18]","(156, 164]",,371562.5812029918,,,
"(-22, -18]","(164, 172]",,371562.5812029918,,,
"(-22, -18]","(172, 180]",,371562.5812029918,,,
"(-18, -14]","(-180, -172]",,380091.1798750642,,,
"(-18, -14]","(-172, -164]",,380091.1798750642,,,
"(-18, -14]","(-164, -156]",,380091.1798750642,,,
"(-18, -14]","(-156, -148]",,380091.1798750642,,,
"(-18, -14]","(-148, -140]",,380091.1798750642,,,
