lat_bins,long_bins,mean_standardised,Area_km2,no_krill,MP_removal_one_month,conc_change_month
"(58, 62]","(-156, -148]",,197704.32000000004,,,
"(58, 62]","(-148, -140]",,197704.32000000004,,,
"(58, 62]","(-140, -132]",,197704.32000000004,,,
"(58, 62]","(-132, -124]",,197704.32000000004,,,
"(58, 62]","(-124, -116]",,197704.32000000004,,,
"(58, 62]","(-116, -108]",,197704.32000000004,,,
"(58, 62]","(-108, -100]",,197704.32000000004,,,
"(58, 62]","(-100, -92]",,197704.32000000004,,,
"(58, 62]","(-92, -84]",,197704.32000000004,,,
"(58, 62]","(-84, -76]",,197704.32000000004,,,
"(58, 62]","(-76, -68]",,197704.32000000004,,,
"(58, 62]","(-68, -60]",,197704.32000000004,,,
"(58, 62]","(-60, -52]",,197704.32000000004,,,
"(58, 62]","(-52, -44]",,197704.32000000004,,,
"(58, 62]","(-44, -36]",,197704.32000000004,,,
"(58, 62]","(-36, -28]",,197704.32000000004,,,
"(58, 62]","(-28, -20]",,197704.32000000004,,,
"(58, 62]","(-20, -12]",,197704.32000000004,,,
"(58, 62]","(-12, -4]",,197704.32000000004,,,
"(58, 62]","(-4, 4]",,197704.32000000004,,,
"(58, 62]","(4, 12]",,197704.32000000004,,,
"(58, 62]","(12, 20]",,197704.32000000004,,,
"(58, 62]","(20, 28]",,197704.32000000004,,,
"(58, 62]","(28, 36]",,197704.32000000004,,,
"(58, 62]","(36, 44]",,197704.32000000004,,,
"(58, 62]","(44, 52]",,197704.32000000004,,,
"(58, 62]","(52, 60]",,197704.32000000004,,,
"(58, 62]","(60, 68]",,197704.32000000004,,,
"(58, 62]","(68, 76]",,197704.32000000004,,,
"(58, 62]","(76, 84]",,197704.32000000004,,,
"(58, 62]","(84, 92]",,197704.32000000004,,,
"(58, 62]","(92, 100]",,197704.32000000004,,,
"(58, 62]","(100, 108]",,197704.32000000004,,,
"(58, 62]","(108, 116]",,197704.32000000004,,,
"(58, 62]","(116, 124]",,197704.32000000004,,,
"(58, 62]","(124, 132]",,197704.32000000004,,,
"(58, 62]","(132, 140]",,197704.32000000004,,,
"(58, 62]","(140, 148]",,197704.32000000004,,,
"(58, 62]","(148, 156]",,197704.32000000004,,,
"(58, 62]","(156, 164]",,197704.32000000004,,,
"(58, 62]","(164, 172]",,197704.32000000004,,,
"(58, 62]","(172, 180]",,197704.32000000004,,,
"(62, 66]","(-180, -172]",,173335.73896710947,,,
"(62, 66]","(-172, -164]",,173335.73896710947,,,
"(62, 66]","(-164, -156]",,173335.73896710947,,,
"(62, 66]","(-156, -148]",,173335.73896710947,,,
"(62, 66]","(-148, -140]",,173335.73896710947,,,
"(62, 66]","(-140, -132]",,173335.73896710947,,,
"(62, 66]","(-132, -124]",,173335.73896710947,,,
"(62, 66]","(-124, -116]",,173335.73896710947,,,
"(62, 66]","(-116, -108]",,173335.73896710947,,,
"(62, 66]","(-108, -100]",,173335.73896710947,,,
"(62, 66]","(-100, -92]",,173335.73896710947,,,
"(62, 66]","(-92, -84]",,173335.73896710947,,,
"(62, 66]","(-84, -76]",,173335.73896710947,,,
"(62, 66]","(-76, -68]",,173335.73896710947,,,
"(62, 66]","(-68, -60]",,173335.73896710947,,,
"(62, 66]","(-60, -52]",,173335.73896710947,,,
"(62, 66]","(-52, -44]",,173335.73896710947,,,
"(62, 66]","(-44, -36]",,173335.73896710947,,,
"(62, 66]","(-36, -28]",,173335.73896710947,,,
"(62, 66]","(-28, -20]",,173335.73896710947,,,
"(62, 66]","(-20, -12]",,173335.73896710947,,,
"(62, 66]","(-12, -4]",,173335.73896710947,,,
"(62, 66]","(-4, 4]",,173335.73896710947,,,
"(62, 66]","(4, 12]",,173335.73896710947,,,
"(62, 66]","(12, 20]",,173335.73896710947,,,
"(62, 66]","(20, 28]",,173335.73896710947,,,
"(62, 66]","(28, 36]",,173335.73896710947,,,
"(62, 66]","(36, 44]",,173335.73896710947,,,
"(62, 66]","(44, 52]",,173335.73896710947,,,
"(62, 66]","(52, 60]",,173335.73896710947,,,
"(62, 66]","(60, 68]",,173335.73896710947,,,
"(62, 66]","(68, 76]",,173335.73896710947,,,
"(62, 66]","(76, 84]",,173335.73896710947,,,
"(62, 66]","(84, 92]",,173335.73896710947,,,
"(62, 66]","(92, 100]",,173335.73896710947,,,
"(62, 66]","(100, 108]",,173335.73896710947,,,
"(62, 66]","(108, 116]",,173335.73896710947,,,
"(62, 66]","(116, 124]",,173335.73896710947,,,
"(62, 66]","(124, 132]",,173335.73896710947,,,
"(62, 66]","(132, 140]",,173335.73896710947,,,
"(62, 66]","(140, 148]",,173335.73896710947,,,
"(62, 66]","(148, 156]",,173335.73896710947,,,
"(62, 66]","(156, 164]",,173335.73896710947,,,
"(62, 66]","(164, 172]",,173335.73896710947,,,
"(62, 66]","(172, 180]",,173335.73896710947,,,
"(66, 70]","(-180, -172]",,148122.6836376187,,,
"(66, 70]","(-172, -164]",,148122.6836376187,,,
"(66, 70]","(-164, -156]",,148122.6836376187,,,
"(66, 70]","(-156, -148]",,148122.6836376187,,,
"(66, 70]","(-148, -140]",,148122.6836376187,,,
"(66, 70]","(-140, -132]",,148122.6836376187,,,
"(66, 70]","(-132, -124]",,148122.6836376187,,,
"(66, 70]","(-124, -116]",,148122.6836376187,,,
"(66, 70]","(-116, -108]",,148122.6836376187,,,
"(66, 70]","(-108, -100]",,148122.6836376187,,,
"(66, 70]","(-100, -92]",,148122.6836376187,,,
"(66, 70]","(-92, -84]",,148122.6836376187,,,
"(66, 70]","(-84, -76]",,148122.6836376187,,,
"(66, 70]","(-76, -68]",,148122.6836376187,,,
"(66, 70]","(-68, -60]",,148122.6836376187,,,
"(66, 70]","(-60, -52]",,148122.6836376187,,,
"(66, 70]","(-52, -44]",,148122.6836376187,,,
"(66, 70]","(-44, -36]",,148122.6836376187,,,
"(66, 70]","(-36, -28]",,148122.6836376187,,,
"(66, 70]","(-28, -20]",,148122.6836376187,,,
"(66, 70]","(-20, -12]",,148122.6836376187,,,
"(66, 70]","(-12, -4]",,148122.6836376187,,,
"(66, 70]","(-4, 4]",,148122.6836376187,,,
"(66, 70]","(4, 12]",,148122.6836376187,,,
"(66, 70]","(12, 20]",,148122.6836376187,,,
"(66, 70]","(20, 28]",,148122.6836376187,,,
"(66, 70]","(28, 36]",,148122.6836376187,,,
"(66, 70]","(36, 44]",,148122.6836376187,,,
"(66, 70]","(44, 52]",,148122.6836376187,,,
"(66, 70]","(52, 60]",,148122.6836376187,,,
"(66, 70]","(60, 68]",,148122.6836376187,,,
"(66, 70]","(68, 76]",,148122.6836376187,,,
"(66, 70]","(76, 84]",,148122.6836376187,,,
"(66, 70]","(84, 92]",,148122.6836376187,,,
"(66, 70]","(92, 100]",,148122.6836376187,,,
"(66, 70]","(100, 108]",,148122.6836376187,,,
"(66, 70]","(108, 116]",,148122.6836376187,,,
"(66, 70]","(116, 124]",,148122.6836376187,,,
"(66, 70]","(124, 132]",,148122.6836376187,,,
"(66, 70]","(132, 140]",,148122.6836376187,,,
"(66, 70]","(140, 148]",,148122.6836376187,,,
"(66, 70]","(148, 156]",,148122.6836376187,,,
"(66, 70]","(156, 164]",,148122.6836376187,,,
"(66, 70]","(164, 172]",,148122.6836376187,,,
"(66, 70]","(172, 180]",,148122.6836376187,,,
"(70, 74]","(-180, -172]",,122187.98948268562,,,
"(70, 74]","(-172, -164]",,122187.98948268562,,,
"(70, 74]","(-164, -156]",,122187.98948268562,,,
"(70, 74]","(-156, -148]",,122187.98948268562,,,
"(70, 74]","(-148, -140]",,122187.98948268562,,,
"(70, 74]","(-140, -132]",,122187.98948268562,,,
"(70, 74]","(-132, -124]",,122187.98948268562,,,
"(70, 74]","(-124, -116]",,122187.98948268562,,,
"(70, 74]","(-116, -108]",,122187.98948268562,,,
"(70, 74]","(-108, -100]",,122187.98948268562,,,
"(70, 74]","(-100, -92]",,122187.98948268562,,,
"(70, 74]","(-92, -84]",,122187.98948268562,,,
"(70, 74]","(-84, -76]",,122187.98948268562,,,
"(70, 74]","(-76, -68]",,122187.98948268562,,,
"(70, 74]","(-68, -60]",,122187.98948268562,,,
"(70, 74]","(-60, -52]",,122187.98948268562,,,
"(70, 74]","(-52, -44]",,122187.98948268562,,,
"(70, 74]","(-44, -36]",,122187.98948268562,,,
"(70, 74]","(-36, -28]",,122187.98948268562,,,
"(70, 74]","(-28, -20]",,122187.98948268562,,,
"(70, 74]","(-20, -12]",,122187.98948268562,,,
"(70, 74]","(-12, -4]",,122187.98948268562,,,
"(70, 74]","(-4, 4]",,122187.98948268562,,,
"(70, 74]","(4, 12]",,122187.98948268562,,,
"(70, 74]","(12, 20]",,122187.98948268562,,,
"(70, 74]","(20, 28]",,122187.98948268562,,,
"(70, 74]","(28, 36]",,122187.98948268562,,,
"(70, 74]","(36, 44]",,122187.98948268562,,,
"(70, 74]","(44, 52]",,122187.98948268562,,,
"(70, 74]","(52, 60]",,122187.98948268562,,,
"(70, 74]","(60, 68]",,122187.98948268562,,,
"(70, 74]","(68, 76]",,122187.98948268562,,,
"(70, 74]","(76, 84]",,122187.98948268562,,,
"(70, 74]","(84, 92]",,122187.98948268562,,,
"(70, 74]","(92, 100]",,122187.98948268562,,,
"(70, 74]","(100, 108]",,122187.98948268562,,,
"(70, 74]","(108, 116]",,122187.98948268562,,,
"(70, 74]","(116, 124]",,122187.98948268562,,,
"(70, 74]","(124, 132]",,122187.98948268562,,,
"(70, 74]","(132, 140]",,122187.98948268562,,,
"(70, 74]","(140, 148]",,122187.98948268562,,,
"(70, 74]","(148, 156]",,122187.98948268562,,,
"(70, 74]","(156, 164]",,122187.98948268562,,,
"(70, 74]","(164, 172]",,122187.98948268562,,,
"(70, 74]","(172, 180]",,122187.98948268562,,,
"(74, 78]","(-180, -172]",,95658.00772528657,,,
"(74, 78]","(-172, -164]",,95658.00772528657,,,
"(74, 78]","(-164, -156]",,95658.00772528657,,,
"(74, 78]","(-156, -148]",,95658.00772528657,,,
"(74, 78]","(-148, -140]",,95658.00772528657,,,
"(74, 78]","(-140, -132]",,95658.00772528657,,,
"(74, 78]","(-132, -124]",,95658.00772528657,,,
"(74, 78]","(-124, -116]",,95658.00772528657,,,
"(74, 78]","(-116, -108]",,95658.00772528657,,,
"(74, 78]","(-108, -100]",,95658.00772528657,,,
"(74, 78]","(-100, -92]",,95658.00772528657,,,
"(74, 78]","(-92, -84]",,95658.00772528657,,,
"(74, 78]","(-84, -76]",,95658.00772528657,,,
"(74, 78]","(-76, -68]",,95658.00772528657,,,
"(74, 78]","(-68, -60]",,95658.00772528657,,,
"(74, 78]","(-60, -52]",,95658.00772528657,,,
"(74, 78]","(-52, -44]",,95658.00772528657,,,
"(74, 78]","(-44, -36]",,95658.00772528657,,,
"(74, 78]","(-36, -28]",,95658.00772528657,,,
"(74, 78]","(-28, -20]",,95658.00772528657,,,
"(74, 78]","(-20, -12]",,95658.00772528657,,,
"(74, 78]","(-12, -4]",,95658.00772528657,,,
"(74, 78]","(-4, 4]",,95658.00772528657,,,
"(74, 78]","(4, 12]",,95658.00772528657,,,
"(74, 78]","(12, 20]",,95658.00772528657,,,
"(74, 78]","(20, 28]",,95658.00772528657,,,
"(74, 78]","(28, 36]",,95658.00772528657,,,
"(74, 78]","(36, 44]",,95658.00772528657,,,
"(74, 78]","(44, 52]",,95658.00772528657,,,
"(74, 78]","(52, 60]",,95658.00772528657,,,
"(74, 78]","(60, 68]",,95658.00772528657,,,
"(74, 78]","(68, 76]",,95658.00772528657,,,
"(74, 78]","(76, 84]",,95658.00772528657,,,
"(74, 78]","(84, 92]",,95658.00772528657,,,
"(74, 78]","(92, 100]",,95658.00772528657,,,
"(74, 78]","(100, 108]",,95658.00772528657,,,
"(74, 78]","(108, 116]",,95658.00772528657,,,
"(74, 78]","(116, 124]",,95658.00772528657,,,
"(74, 78]","(124, 132]",,95658.00772528657,,,
"(74, 78]","(132, 140]",,95658.00772528657,,,
"(74, 78]","(140, 148]",,95658.00772528657,,,
"(74, 78]","(148, 156]",,95658.00772528657,,,
"(74, 78]","(156, 164]",,95658.00772528657,,,
"(74, 78]","(164, 172]",,95658.00772528657,,,
"(74, 78]","(172, 180]",,95658.00772528657,,,
"(78, 82]","(-180, -172]",,68661.98976975933,,,
"(78, 82]","(-172, -164]",,68661.98976975933,,,
"(78, 82]","(-164, -156]",,68661.98976975933,,,
"(78, 82]","(-156, -148]",,68661.98976975933,,,
"(78, 82]","(-148, -140]",,68661.98976975933,,,
"(78, 82]","(-140, -132]",,68661.98976975933,,,
"(78, 82]","(-132, -124]",,68661.98976975933,,,
"(78, 82]","(-124, -116]",,68661.98976975933,,,
"(78, 82]","(-116, -108]",,68661.98976975933,,,
"(78, 82]","(-108, -100]",,68661.98976975933,,,
"(78, 82]","(-100, -92]",,68661.98976975933,,,
"(78, 82]","(-92, -84]",,68661.98976975933,,,
"(78, 82]","(-84, -76]",,68661.98976975933,,,
"(78, 82]","(-76, -68]",,68661.98976975933,,,
"(78, 82]","(-68, -60]",,68661.98976975933,,,
"(78, 82]","(-60, -52]",,68661.98976975933,,,
"(78, 82]","(-52, -44]",,68661.98976975933,,,
"(78, 82]","(-44, -36]",,68661.98976975933,,,
"(78, 82]","(-36, -28]",,68661.98976975933,,,
"(78, 82]","(-28, -20]",,68661.98976975933,,,
"(78, 82]","(-20, -12]",,68661.98976975933,,,
"(78, 82]","(-12, -4]",,68661.98976975933,,,
"(78, 82]","(-4, 4]",,68661.98976975933,,,
"(78, 82]","(4, 12]",,68661.98976975933,,,
"(78, 82]","(12, 20]",,68661.98976975933,,,
"(78, 82]","(20, 28]",,68661.98976975933,,,
"(78, 82]","(28, 36]",,68661.98976975933,,,
"(78, 82]","(36, 44]",,68661.98976975933,,,
"(78, 82]","(44, 52]",,68661.98976975933,,,
"(78, 82]","(52, 60]",,68661.98976975933,,,
"(78, 82]","(60, 68]",,68661.98976975933,,,
"(78, 82]","(68, 76]",,68661.98976975933,,,
"(78, 82]","(76, 84]",,68661.98976975933,,,
"(78, 82]","(84, 92]",,68661.98976975933,,,
"(78, 82]","(92, 100]",,68661.98976975933,,,
"(78, 82]","(100, 108]",,68661.98976975933,,,
"(78, 82]","(108, 116]",,68661.98976975933,,,
"(78, 82]","(116, 124]",,68661.98976975933,,,
"(78, 82]","(124, 132]",,68661.98976975933,,,
"(78, 82]","(132, 140]",,68661.98976975933,,,
"(78, 82]","(140, 148]",,68661.98976975933,,,
"(78, 82]","(148, 156]",,68661.98976975933,,,
"(78, 82]","(156, 164]",,68661.98976975933,,,
"(78, 82]","(164, 172]",,68661.98976975933,,,
"(78, 82]","(172, 180]",,68661.98976975933,,,
"(82, 86]","(-180, -172]",,41331.457501952806,,,
"(82, 86]","(-172, -164]",,41331.457501952806,,,
"(82, 86]","(-164, -156]",,41331.457501952806,,,
"(82, 86]","(-156, -148]",,41331.457501952806,,,
"(82, 86]","(-148, -140]",,41331.457501952806,,,
"(82, 86]","(-140, -132]",,41331.457501952806,,,
"(82, 86]","(-132, -124]",,41331.457501952806,,,
"(82, 86]","(-124, -116]",,41331.457501952806,,,
"(82, 86]","(-116, -108]",,41331.457501952806,,,
"(82, 86]","(-108, -100]",,41331.457501952806,,,
"(82, 86]","(-100, -92]",,41331.457501952806,,,
"(82, 86]","(-92, -84]",,41331.457501952806,,,
"(82, 86]","(-84, -76]",,41331.457501952806,,,
"(82, 86]","(-76, -68]",,41331.457501952806,,,
"(82, 86]","(-68, -60]",,41331.457501952806,,,
"(82, 86]","(-60, -52]",,41331.457501952806,,,
"(82, 86]","(-52, -44]",,41331.457501952806,,,
"(82, 86]","(-44, -36]",,41331.457501952806,,,
"(82, 86]","(-36, -28]",,41331.457501952806,,,
"(82, 86]","(-28, -20]",,41331.457501952806,,,
"(82, 86]","(-20, -12]",,41331.457501952806,,,
"(82, 86]","(-12, -4]",,41331.457501952806,,,
"(82, 86]","(-4, 4]",,41331.457501952806,,,
"(82, 86]","(4, 12]",,41331.457501952806,,,
"(82, 86]","(12, 20]",,41331.457501952806,,,
"(82, 86]","(20, 28]",,41331.457501952806,,,
"(82, 86]","(28, 36]",,41331.457501952806,,,
"(82, 86]","(36, 44]",,41331.457501952806,,,
"(82, 86]","(44, 52]",,41331.457501952806,,,
"(82, 86]","(52, 60]",,41331.457501952806,,,
"(82, 86]","(60, 68]",,41331.457501952806,,,
"(82, 86]","(68, 76]",,41331.457501952806,,,
"(82, 86]","(76, 84]",,41331.457501952806,,,
"(82, 86]","(84, 92]",,41331.457501952806,,,
"(82, 86]","(92, 100]",,41331.457501952806,,,
"(82, 86]","(100, 108]",,41331.457501952806,,,
"(82, 86]","(108, 116]",,41331.457501952806,,,
"(82, 86]","(116, 124]",,41331.457501952806,,,
"(82, 86]","(124, 132]",,41331.457501952806,,,
"(82, 86]","(132, 140]",,41331.457501952806,,,
"(82, 86]","(140, 148]",,41331.457501952806,,,
"(82, 86]","(148, 156]",,41331.457501952806,,,
"(82, 86]","(156, 164]",,41331.457501952806,,,
"(82, 86]","(164, 172]",,41331.457501952806,,,
"(82, 86]","(172, 180]",,41331.457501952806,,,
"(86, 90]","(-180, -172]",,13799.562527820435,,,
"(86, 90]","(-172, -164]",,13799.562527820435,,,
"(86, 90]","(-164, -156]",,13799.562527820435,,,
"(86, 90]","(-156, -148]",,13799.562527820435,,,
"(86, 90]","(-148, -140]",,13799.562527820435,,,
"(86, 90]","(-140, -132]",,13799.562527820435,,,
"(86, 90]","(-132, -124]",,13799.562527820435,,,
"(86, 90]","(-124, -116]",,13799.562527820435,,,
"(86, 90]","(-116, -108]",,13799.562527820435,,,
"(86, 90]","(-108, -100]",,13799.562527820435,,,
"(86, 90]","(-100, -92]",,13799.562527820435,,,
"(86, 90]","(-92, -84]",,13799.562527820435,,,
"(86, 90]","(-84, -76]",,13799.562527820435,,,
"(86, 90]","(-76, -68]",,13799.562527820435,,,
"(86, 90]","(-68, -60]",,13799.562527820435,,,
"(86, 90]","(-60, -52]",,13799.562527820435,,,
"(86, 90]","(-52, -44]",,13799.562527820435,,,
"(86, 90]","(-44, -36]",,13799.562527820435,,,
"(86, 90]","(-36, -28]",,13799.562527820435,,,
"(86, 90]","(-28, -20]",,13799.562527820435,,,
"(86, 90]","(-20, -12]",,13799.562527820435,,,
"(86, 90]","(-12, -4]",,13799.562527820435,,,
"(86, 90]","(-4, 4]",,13799.562527820435,,,
"(86, 90]","(4, 12]",,13799.562527820435,,,
"(86, 90]","(12, 20]",,13799.562527820435,,,
"(86, 90]","(20, 28]",,13799.562527820435,,,
"(86, 90]","(28, 36]",,13799.562527820435,,,
"(86, 90]","(36, 44]",,13799.562527820435,,,
"(86, 90]","(44, 52]",,13799.562527820435,,,
"(86, 90]","(52, 60]",,13799.562527820435,,,
"(86, 90]","(60, 68]",,13799.562527820435,,,
"(86, 90]","(68, 76]",,13799.562527820435,,,
"(86, 90]","(76, 84]",,13799.562527820435,,,
"(86, 90]","(84, 92]",,13799.562527820435,,,
"(86, 90]","(92, 100]",,13799.562527820435,,,
"(86, 90]","(100, 108]",,13799.562527820435,,,
"(86, 90]","(108, 116]",,13799.562527820435,,,
"(86, 90]","(116, 124]",,13799.562527820435,,,
"(86, 90]","(124, 132]",,13799.562527820435,,,
"(86, 90]","(132, 140]",,13799.562527820435,,,
"(86, 90]","(140, 148]",,13799.562527820435,,,
"(86, 90]","(148, 156]",,13799.562527820435,,,
"(86, 90]","(156, 164]",,13799.562527820435,,,
"(86, 90]","(164, 172]",,13799.562527820435,,,
"(86, 90]","(172, 180]",,13799.562527820435,,,
